scope,train_dataset,test_dataset,embedding,clf,subsample_id,matched_gene_count,gene_hash,auroc,auprc
coverage_matched_native,hESC500,mESC500,scGPT_human,lr,18,848/937,893fb32c2958-9b4c6299ecad,0.5367303959414831,0.3724584541254681
coverage_matched_native,hESC500,mESC500,scGPT_human,mlp,18,848/937,893fb32c2958-9b4c6299ecad,0.529479329000517,0.38505840925701795
coverage_matched_native,hESC500,mESC500,scGPT_human,lr,19,848/937,893fb32c2958-9b4c6299ecad,0.5362614718565264,0.36918264836440196
coverage_matched_native,hESC500,mESC500,scGPT_human,mlp,19,848/937,893fb32c2958-9b4c6299ecad,0.5041608492243992,0.34958364412833165
coverage_matched_native,mESC500,hESC500,difference_v3,lr,0,937/848,9b4c6299ecad-893fb32c2958,0.5774984351825394,0.20047678265418398
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,0,937/848,9b4c6299ecad-893fb32c2958,0.5923066259814127,0.2157382868136828
coverage_matched_native,mESC500,hESC500,difference_v3,lr,1,937/848,9b4c6299ecad-893fb32c2958,0.5666084962784559,0.1953447551206013
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,1,937/848,9b4c6299ecad-893fb32c2958,0.6038372045556598,0.2132321275172263
coverage_matched_native,mESC500,hESC500,difference_v3,lr,2,937/848,9b4c6299ecad-893fb32c2958,0.5715733899389042,0.19278622113876986
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,2,937/848,9b4c6299ecad-893fb32c2958,0.5731881284783171,0.20837385344302622
coverage_matched_native,mESC500,hESC500,difference_v3,lr,3,937/848,9b4c6299ecad-893fb32c2958,0.585789926657686,0.2031494004350227
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,3,937/848,9b4c6299ecad-893fb32c2958,0.5915913173041597,0.2075230518290223
coverage_matched_native,mESC500,hESC500,difference_v3,lr,4,937/848,9b4c6299ecad-893fb32c2958,0.5731193275367051,0.19511975005463278
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,4,937/848,9b4c6299ecad-893fb32c2958,0.6127442475949436,0.21817038280614126
coverage_matched_native,mESC500,hESC500,difference_v3,lr,5,937/848,9b4c6299ecad-893fb32c2958,0.5686716740825407,0.1942530737319504
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,5,937/848,9b4c6299ecad-893fb32c2958,0.6094195207576438,0.213608262447109
coverage_matched_native,mESC500,hESC500,difference_v3,lr,6,937/848,9b4c6299ecad-893fb32c2958,0.5742579023281762,0.1952644330630085
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,6,937/848,9b4c6299ecad-893fb32c2958,0.6174698262372262,0.2173780739657878
coverage_matched_native,mESC500,hESC500,difference_v3,lr,7,937/848,9b4c6299ecad-893fb32c2958,0.5811328938237336,0.19809441029549213
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,7,937/848,9b4c6299ecad-893fb32c2958,0.6118046767631411,0.21815473996522577
coverage_matched_native,mESC500,hESC500,difference_v3,lr,8,937/848,9b4c6299ecad-893fb32c2958,0.5596921731912752,0.19437436548172676
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,8,937/848,9b4c6299ecad-893fb32c2958,0.5962604264467758,0.2077381166727607
coverage_matched_native,mESC500,hESC500,difference_v3,lr,9,937/848,9b4c6299ecad-893fb32c2958,0.5703038467295315,0.19616195082653526
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,9,937/848,9b4c6299ecad-893fb32c2958,0.598296049856445,0.2006130000220033
coverage_matched_native,mESC500,hESC500,difference_v3,lr,10,937/848,9b4c6299ecad-893fb32c2958,0.5677360152943899,0.19023391072052398
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,10,937/848,9b4c6299ecad-893fb32c2958,0.5961774230858201,0.20979834005135425
coverage_matched_native,mESC500,hESC500,difference_v3,lr,11,937/848,9b4c6299ecad-893fb32c2958,0.5774043760460464,0.1989368504320831
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,11,937/848,9b4c6299ecad-893fb32c2958,0.6127132914234397,0.20667485357073373
coverage_matched_native,mESC500,hESC500,difference_v3,lr,12,937/848,9b4c6299ecad-893fb32c2958,0.5770332421657074,0.20296133184592297
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,12,937/848,9b4c6299ecad-893fb32c2958,0.5922540685253976,0.20885837262826834
coverage_matched_native,mESC500,hESC500,difference_v3,lr,13,937/848,9b4c6299ecad-893fb32c2958,0.5801404253582071,0.19907233332930108
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,13,937/848,9b4c6299ecad-893fb32c2958,0.5984639275557551,0.2204464511564389
coverage_matched_native,mESC500,hESC500,difference_v3,lr,14,937/848,9b4c6299ecad-893fb32c2958,0.571350573539617,0.19882201726732232
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,14,937/848,9b4c6299ecad-893fb32c2958,0.6087653590235538,0.21633418482073735
coverage_matched_native,mESC500,hESC500,difference_v3,lr,15,937/848,9b4c6299ecad-893fb32c2958,0.5725474888081533,0.1954743268446935
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,15,937/848,9b4c6299ecad-893fb32c2958,0.6298213386673199,0.22470051750134676
coverage_matched_native,mESC500,hESC500,difference_v3,lr,16,937/848,9b4c6299ecad-893fb32c2958,0.5749610496523383,0.19981680737536844
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,16,937/848,9b4c6299ecad-893fb32c2958,0.6138095991345879,0.22006327357236377
coverage_matched_native,mESC500,hESC500,difference_v3,lr,17,937/848,9b4c6299ecad-893fb32c2958,0.577107230817379,0.2045940533549283
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,17,937/848,9b4c6299ecad-893fb32c2958,0.6086316691839817,0.2162342101745333
coverage_matched_native,mESC500,hESC500,difference_v3,lr,18,937/848,9b4c6299ecad-893fb32c2958,0.5839774598250126,0.20073815169607398
