train_dataset,test_dataset,protocol,embedding,clf,seed,n_common_genes,n_train_edges,n_test_edges,auroc,auprc
mHSC-E,hESC,native,scGPT_human,lr,1,3895,4257,1001,0.577309,0.587603
mHSC-E,hESC,native,scGPT_human,lr,2,3895,4257,1001,0.590986,0.602133
mHSC-E,hESC,native,scGPT_human,lr,3,3895,4257,1001,0.597761,0.622311
mHSC-E,hESC,native,scGPT_human,lr,4,3895,4257,1001,0.574874,0.590922
mHSC-E,hESC,native,scGPT_human,mlp,0,3895,4257,1001,0.608931,0.621685
mHSC-E,hESC,native,scGPT_human,mlp,1,3895,4257,1001,0.606644,0.609900
mHSC-E,hESC,native,scGPT_human,mlp,2,3895,4257,1001,0.629958,0.637748
mHSC-E,hESC,native,scGPT_human,mlp,3,3895,4257,1001,0.606752,0.611271
mHSC-E,hESC,native,scGPT_human,mlp,4,3895,4257,1001,0.604225,0.610903
mHSC-E,hESC,strict,minus,lr,0,2795,2116,96,0.463379,0.368867
mHSC-E,hESC,strict,minus,lr,1,2795,2116,96,0.456543,0.354410
mHSC-E,hESC,strict,minus,lr,2,2795,2116,96,0.438477,0.360423
mHSC-E,hESC,strict,minus,lr,3,2795,2116,96,0.481445,0.366741
mHSC-E,hESC,strict,minus,lr,4,2795,2116,96,0.528809,0.401525
mHSC-E,hESC,strict,minus,mlp,0,2795,2116,96,0.445312,0.366388
mHSC-E,hESC,strict,minus,mlp,1,2795,2116,96,0.459473,0.378481
mHSC-E,hESC,strict,minus,mlp,2,2795,2116,96,0.455078,0.345347
mHSC-E,hESC,strict,minus,mlp,3,2795,2116,96,0.423828,0.361986
mHSC-E,hESC,strict,minus,mlp,4,2795,2116,96,0.470703,0.362776
mHSC-E,hESC,strict,baseline,lr,0,2795,2116,96,0.491211,0.358694
mHSC-E,hESC,strict,baseline,lr,1,2795,2116,96,0.528320,0.374450
mHSC-E,hESC,strict,baseline,lr,2,2795,2116,96,0.546387,0.392425
mHSC-E,hESC,strict,baseline,lr,3,2795,2116,96,0.492676,0.356256
mHSC-E,hESC,strict,baseline,lr,4,2795,2116,96,0.530273,0.398145
mHSC-E,hESC,strict,baseline,mlp,0,2795,2116,96,0.552246,0.377152
mHSC-E,hESC,strict,baseline,mlp,1,2795,2116,96,0.525879,0.372135
mHSC-E,hESC,strict,baseline,mlp,2,2795,2116,96,0.551758,0.405498
mHSC-E,hESC,strict,baseline,mlp,3,2795,2116,96,0.546387,0.390149
mHSC-E,hESC,strict,baseline,mlp,4,2795,2116,96,0.543945,0.390072
mHSC-E,hESC,strict,scGPT_human,lr,0,2795,2116,96,0.412598,0.328237
mHSC-E,hESC,strict,scGPT_human,lr,1,2795,2116,96,0.452148,0.344328
mHSC-E,hESC,strict,scGPT_human,lr,2,2795,2116,96,0.429199,0.338895
mHSC-E,hESC,strict,scGPT_human,lr,3,2795,2116,96,0.435059,0.317527
mHSC-E,hESC,strict,scGPT_human,lr,4,2795,2116,96,0.479004,0.383476
mHSC-E,hESC,strict,scGPT_human,mlp,0,2795,2116,96,0.497559,0.391007
mHSC-E,hESC,strict,scGPT_human,mlp,1,2795,2116,96,0.428223,0.311549
mHSC-E,hESC,strict,scGPT_human,mlp,2,2795,2116,96,0.437012,0.339400
mHSC-E,hESC,strict,scGPT_human,mlp,3,2795,2116,96,0.418457,0.299787
mHSC-E,hESC,strict,scGPT_human,mlp,4,2795,2116,96,0.428711,0.319749
mHSC-E,hESC,coverage_matched,minus,lr,0,2845,1996,55,0.572944,0.574356
mHSC-E,hESC,coverage_matched,minus,lr,1,2845,1996,55,0.636605,0.642942
mHSC-E,hESC,coverage_matched,minus,lr,2,2845,1996,55,0.564987,0.555869
mHSC-E,hESC,coverage_matched,minus,lr,3,2845,1996,55,0.596817,0.603224
mHSC-E,hESC,coverage_matched,minus,lr,4,2845,1996,55,0.611406,0.607954
mHSC-E,hESC,coverage_matched,minus,mlp,0,2845,1996,55,0.580902,0.545150
mHSC-E,hESC,coverage_matched,minus,mlp,1,2845,1996,55,0.579576,0.558350
mHSC-E,hESC,coverage_matched,minus,mlp,2,2845,1996,55,0.604775,0.554428
mHSC-E,hESC,coverage_matched,minus,mlp,3,2845,1996,55,0.628647,0.592335
mHSC-E,hESC,coverage_matched,minus,mlp,4,2845,1996,55,0.550398,0.521053
mHSC-E,hESC,coverage_matched,baseline,lr,0,2845,2230,76,0.501890,0.668275
mHSC-E,hESC,coverage_matched,baseline,lr,1,2845,2230,76,0.488284,0.677595
mHSC-E,hESC,coverage_matched,baseline,lr,2,2845,2230,76,0.540438,0.713814
mHSC-E,hESC,coverage_matched,baseline,lr,3,2845,2230,76,0.542706,0.697176
mHSC-E,hESC,coverage_matched,baseline,lr,4,2845,2230,76,0.485261,0.667423
mHSC-E,hESC,coverage_matched,baseline,mlp,0,2845,2230,76,0.494331,0.635995
mHSC-E,hESC,coverage_matched,baseline,mlp,1,2845,2230,76,0.418745,0.603259
mHSC-E,hESC,coverage_matched,baseline,mlp,2,2845,2230,76,0.515495,0.676475
mHSC-E,hESC,coverage_matched,baseline,mlp,3,2845,2230,76,0.448224,0.606575
mHSC-E,hESC,coverage_matched,baseline,mlp,4,2845,2230,76,0.501890,0.670047
mHSC-E,hESC,coverage_matched,scGPT_human,lr,0,2845,2021,51,0.678138,0.510553
mHSC-E,hESC,coverage_matched,scGPT_human,lr,1,2845,2021,51,0.611336,0.413790
mHSC-E,hESC,coverage_matched,scGPT_human,lr,2,2845,2021,51,0.670040,0.451219
mHSC-E,hESC,coverage_matched,scGPT_human,lr,3,2845,2021,51,0.702429,0.505343
mHSC-E,hESC,coverage_matched,scGPT_human,lr,4,2845,2021,51,0.637652,0.419240
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,0,2845,2021,51,0.670040,0.427967
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,1,2845,2021,51,0.674089,0.458144
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,2,2845,2021,51,0.520243,0.307996
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,3,2845,2021,51,0.686235,0.472747
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,4,2845,2021,51,0.631579,0.340041
mHSC-E,hHep,native,minus,lr,0,3895,4257,1223,0.690934,0.695669
mHSC-E,hHep,native,minus,lr,1,3895,4257,1223,0.701337,0.712904
mHSC-E,hHep,native,minus,lr,2,3895,4257,1223,0.707502,0.721237
mHSC-E,hHep,native,minus,lr,3,3895,4257,1223,0.698203,0.700689
mHSC-E,hHep,native,minus,lr,4,3895,4257,1223,0.708111,0.710490
mHSC-E,hHep,native,minus,mlp,0,3895,4257,1223,0.767211,0.782379
mHSC-E,hHep,native,minus,mlp,1,3895,4257,1223,0.767647,0.779788
mHSC-E,hHep,native,minus,mlp,2,3895,4257,1223,0.777985,0.792766
mHSC-E,hHep,native,minus,mlp,3,3895,4257,1223,0.763273,0.772877
mHSC-E,hHep,native,minus,mlp,4,3895,4257,1223,0.777784,0.779538
mHSC-E,hHep,native,baseline,lr,0,3895,4257,1223,0.720170,0.680828
mHSC-E,hHep,native,baseline,lr,1,3895,4257,1223,0.747483,0.717787
mHSC-E,hHep,native,baseline,lr,2,3895,4257,1223,0.738350,0.708857
mHSC-E,hHep,native,baseline,lr,3,3895,4257,1223,0.739982,0.709628
mHSC-E,hHep,native,baseline,lr,4,3895,4257,1223,0.712805,0.688535
mHSC-E,hHep,native,baseline,mlp,0,3895,4257,1223,0.764067,0.746061
mHSC-E,hHep,native,baseline,mlp,1,3895,4257,1223,0.795492,0.784360
mHSC-E,hHep,native,baseline,mlp,2,3895,4257,1223,0.784691,0.775508
mHSC-E,hHep,native,baseline,mlp,3,3895,4257,1223,0.797367,0.785202
mHSC-E,hHep,native,baseline,mlp,4,3895,4257,1223,0.776424,0.754670
mHSC-E,hHep,native,scGPT_human,lr,0,3895,4257,1223,0.674992,0.703179
mHSC-E,hHep,native,scGPT_human,lr,1,3895,4257,1223,0.710157,0.730131
mHSC-E,hHep,native,scGPT_human,lr,2,3895,4257,1223,0.690739,0.714973
mHSC-E,hHep,native,scGPT_human,lr,3,3895,4257,1223,0.695900,0.718405
mHSC-E,hHep,native,scGPT_human,lr,4,3895,4257,1223,0.682943,0.706454
mHSC-E,hHep,native,scGPT_human,mlp,0,3895,4257,1223,0.783903,0.799567
mHSC-E,hHep,native,scGPT_human,mlp,1,3895,4257,1223,0.775147,0.799008
mHSC-E,hHep,native,scGPT_human,mlp,2,3895,4257,1223,0.774602,0.791199
mHSC-E,hHep,native,scGPT_human,mlp,3,3895,4257,1223,0.749719,0.775796
mHSC-E,hHep,native,scGPT_human,mlp,4,3895,4257,1223,0.792489,0.809425
mHSC-E,hHep,strict,minus,lr,0,2748,2139,165,0.942845,0.954039
mHSC-E,hHep,strict,minus,lr,1,2748,2139,165,0.923891,0.939612
mHSC-E,hHep,strict,minus,lr,2,2748,2139,165,0.931972,0.944285
mHSC-E,hHep,strict,minus,lr,3,2748,2139,165,0.915516,0.935571
mHSC-E,hHep,strict,minus,lr,4,2748,2139,165,0.938437,0.950487
mHSC-E,hHep,strict,minus,mlp,0,2748,2139,165,0.935498,0.950546
mHSC-E,hHep,strict,minus,mlp,1,2748,2139,165,0.958125,0.966815
mHSC-E,hHep,strict,minus,mlp,2,2748,2139,165,0.943579,0.954604
mHSC-E,hHep,strict,minus,mlp,3,2748,2139,165,0.936820,0.948489
mHSC-E,hHep,strict,minus,mlp,4,2748,2139,165,0.940788,0.952062
mHSC-E,hHep,strict,baseline,lr,0,2748,2139,165,0.883779,0.910714
mHSC-E,hHep,strict,baseline,lr,1,2748,2139,165,0.878343,0.905933
mHSC-E,hHep,strict,baseline,lr,2,2748,2139,165,0.877461,0.910164
mHSC-E,hHep,strict,baseline,lr,3,2748,2139,165,0.877314,0.911627
mHSC-E,hHep,strict,baseline,lr,4,2748,2139,165,0.869527,0.885265
mHSC-E,hHep,strict,baseline,mlp,0,2748,2139,165,0.893329,0.921424
mHSC-E,hHep,strict,baseline,mlp,1,2748,2139,165,0.894946,0.926111
mHSC-E,hHep,strict,baseline,mlp,2,2748,2139,165,0.909785,0.935767
mHSC-E,hHep,strict,baseline,mlp,3,2748,2139,165,0.908904,0.932568
mHSC-E,hHep,strict,baseline,mlp,4,2748,2139,165,0.896856,0.924677
mHSC-E,hHep,strict,scGPT_human,lr,0,2748,2139,165,0.888775,0.921041
mHSC-E,hHep,strict,scGPT_human,lr,1,2748,2139,165,0.885101,0.919438
mHSC-E,hHep,strict,scGPT_human,lr,2,2748,2139,165,0.894358,0.920732
mHSC-E,hHep,strict,scGPT_human,lr,3,2748,2139,165,0.876873,0.913953
mHSC-E,hHep,strict,scGPT_human,lr,4,2748,2139,165,0.880547,0.914411
mHSC-E,hHep,strict,scGPT_human,mlp,0,2748,2139,165,0.914634,0.936045
mHSC-E,hHep,strict,scGPT_human,mlp,1,2748,2139,165,0.918307,0.939083
mHSC-E,hHep,strict,scGPT_human,mlp,2,2748,2139,165,0.897297,0.924574
mHSC-E,hHep,strict,scGPT_human,mlp,3,2748,2139,165,0.904202,0.930801
mHSC-E,hHep,strict,scGPT_human,mlp,4,2748,2139,165,0.922568,0.943844
mHSC-E,hHep,coverage_matched,minus,lr,0,2794,2319,64,0.539474,0.471017
mHSC-E,hHep,coverage_matched,minus,lr,1,2794,2319,64,0.634615,0.545102
mHSC-E,hHep,coverage_matched,minus,lr,2,2794,2319,64,0.660931,0.623537
mHSC-E,hHep,coverage_matched,minus,lr,3,2794,2319,64,0.622470,0.539846
mHSC-E,hHep,coverage_matched,minus,lr,4,2794,2319,64,0.603239,0.532452
mHSC-E,hHep,coverage_matched,minus,mlp,0,2794,2319,64,0.733806,0.699517
mHSC-E,hHep,coverage_matched,minus,mlp,1,2794,2319,64,0.708502,0.662303
mHSC-E,hHep,coverage_matched,minus,mlp,2,2794,2319,64,0.730769,0.691122
mHSC-E,hHep,coverage_matched,minus,mlp,3,2794,2319,64,0.740891,0.714561
mHSC-E,hHep,coverage_matched,minus,mlp,4,2794,2319,64,0.719636,0.666263
mHSC-E,hHep,coverage_matched,baseline,lr,0,2794,2228,72,0.848182,0.923685
mHSC-E,hHep,coverage_matched,baseline,lr,1,2794,2228,72,0.805455,0.914275
mHSC-E,hHep,coverage_matched,baseline,lr,2,2794,2228,72,0.860000,0.938865
mHSC-E,hHep,coverage_matched,baseline,lr,3,2794,2228,72,0.897273,0.957390
mHSC-E,hHep,coverage_matched,baseline,lr,4,2794,2228,72,0.863636,0.941511
mHSC-E,hHep,coverage_matched,baseline,mlp,0,2794,2228,72,0.867273,0.947210
mHSC-E,hHep,coverage_matched,baseline,mlp,1,2794,2228,72,0.857273,0.923423
mHSC-E,hHep,coverage_matched,baseline,mlp,2,2794,2228,72,0.869091,0.943174
mHSC-E,hHep,coverage_matched,baseline,mlp,3,2794,2228,72,0.917273,0.965015
mHSC-E,hHep,coverage_matched,baseline,mlp,4,2794,2228,72,0.867273,0.944245
mHSC-E,hHep,coverage_matched,scGPT_human,lr,0,2794,1972,74,0.721633,0.823747
mHSC-E,hHep,coverage_matched,scGPT_human,lr,1,2794,1972,74,0.694694,0.818936
mHSC-E,hHep,coverage_matched,scGPT_human,lr,2,2794,1972,74,0.747755,0.845739
mHSC-E,hHep,coverage_matched,scGPT_human,lr,3,2794,1972,74,0.718367,0.822671
mHSC-E,hHep,coverage_matched,scGPT_human,lr,4,2794,1972,74,0.722449,0.825105
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,0,2794,1972,74,0.809796,0.893693
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,1,2794,1972,74,0.813878,0.898027
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,2,2794,1972,74,0.813878,0.901995
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,3,2794,1972,74,0.870204,0.924435
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,4,2794,1972,74,0.840816,0.908221
mHSC-E,mDC,native,minus,lr,0,3895,4257,816,0.472248,0.552055
mHSC-E,mDC,native,minus,lr,1,3895,4257,816,0.456912,0.535691
mHSC-E,mDC,native,minus,lr,2,3895,4257,816,0.539878,0.609038
mHSC-E,mDC,native,minus,lr,3,3895,4257,816,0.533907,0.614515
mHSC-E,mDC,native,minus,lr,4,3895,4257,816,0.516351,0.586304
mHSC-E,mDC,native,minus,mlp,0,3895,4257,816,0.518251,0.605560
mHSC-E,mDC,native,minus,mlp,1,3895,4257,816,0.580359,0.625323
mHSC-E,mDC,native,minus,mlp,2,3895,4257,816,0.536139,0.609272
mHSC-E,mDC,native,minus,mlp,3,3895,4257,816,0.532438,0.605510
mHSC-E,mDC,native,minus,mlp,4,3895,4257,816,0.530396,0.611184
mHSC-E,mDC,native,baseline,lr,0,3895,4257,816,0.671313,0.739008
mHSC-E,mDC,native,baseline,lr,1,3895,4257,816,0.638230,0.706210
mHSC-E,mDC,native,baseline,lr,2,3895,4257,816,0.665871,0.743376
mHSC-E,mDC,native,baseline,lr,3,3895,4257,816,0.670336,0.754892
mHSC-E,mDC,native,baseline,lr,4,3895,4257,816,0.706266,0.780775
mHSC-E,mDC,native,baseline,mlp,0,3895,4257,816,0.637990,0.724741
mHSC-E,mDC,native,baseline,mlp,1,3895,4257,816,0.697325,0.768329
mHSC-E,mDC,native,baseline,mlp,2,3895,4257,816,0.690702,0.754875
mHSC-E,mDC,native,baseline,mlp,3,3895,4257,816,0.697224,0.769983
mHSC-E,mDC,native,baseline,mlp,4,3895,4257,816,0.722832,0.803195
mHSC-E,mDC,native,scGPT_human,lr,0,3895,4257,816,0.595868,0.625862
mHSC-E,mDC,native,scGPT_human,lr,1,3895,4257,816,0.511764,0.562444
mHSC-E,mDC,native,scGPT_human,lr,2,3895,4257,816,0.570422,0.593491
mHSC-E,mDC,native,scGPT_human,lr,3,3895,4257,816,0.592529,0.619837
mHSC-E,mDC,native,scGPT_human,lr,4,3895,4257,816,0.663959,0.682431
mHSC-E,mDC,native,scGPT_human,mlp,0,3895,4257,816,0.583280,0.597670
mHSC-E,mDC,native,scGPT_human,mlp,1,3895,4257,816,0.621510,0.655250
mHSC-E,mDC,native,scGPT_human,mlp,2,3895,4257,816,0.614752,0.646296
mHSC-E,mDC,native,scGPT_human,mlp,3,3895,4257,816,0.548075,0.601622
mHSC-E,mDC,native,scGPT_human,mlp,4,3895,4257,816,0.556026,0.607770
mHSC-E,mDC,strict,minus,lr,0,1848,1028,152,0.730216,0.678258
mHSC-E,mDC,strict,minus,lr,1,1848,1028,152,0.692987,0.639466
mHSC-E,mDC,strict,minus,lr,2,1848,1028,152,0.758442,0.704135
mHSC-E,mDC,strict,minus,lr,3,1848,1028,152,0.673766,0.623586
mHSC-E,mDC,strict,minus,lr,4,1848,1028,152,0.639654,0.607530
mHSC-E,mDC,strict,minus,mlp,0,1848,1028,152,0.604156,0.604765
mHSC-E,mDC,strict,minus,mlp,1,1848,1028,152,0.641905,0.639593
mHSC-E,mDC,strict,minus,mlp,2,1848,1028,152,0.615931,0.585301
mHSC-E,mDC,strict,minus,mlp,3,1848,1028,152,0.592035,0.562468
mHSC-E,mDC,strict,minus,mlp,4,1848,1028,152,0.618874,0.573187
mHSC-E,mDC,strict,baseline,lr,0,1848,1028,152,0.784762,0.784374
mHSC-E,mDC,strict,baseline,lr,1,1848,1028,152,0.732294,0.739837
mHSC-E,mDC,strict,baseline,lr,2,1848,1028,152,0.753939,0.748347
mHSC-E,mDC,strict,baseline,lr,3,1848,1028,152,0.776450,0.809603
mHSC-E,mDC,strict,baseline,lr,4,1848,1028,152,0.729870,0.729397
mHSC-E,mDC,strict,baseline,mlp,0,1848,1028,152,0.785628,0.772697
mHSC-E,mDC,strict,baseline,mlp,1,1848,1028,152,0.675325,0.649451
mHSC-E,mDC,strict,baseline,mlp,2,1848,1028,152,0.741645,0.740008
mHSC-E,mDC,strict,baseline,mlp,3,1848,1028,152,0.738701,0.753449
mHSC-E,mDC,strict,baseline,mlp,4,1848,1028,152,0.698009,0.688698
mHSC-E,mDC,strict,scGPT_human,lr,0,1848,1028,152,0.878961,0.871176
mHSC-E,mDC,strict,scGPT_human,lr,1,1848,1028,152,0.859913,0.841043
mHSC-E,mDC,strict,scGPT_human,lr,2,1848,1028,152,0.860260,0.841088
mHSC-E,mDC,strict,scGPT_human,lr,3,1848,1028,152,0.852294,0.841681
mHSC-E,mDC,strict,scGPT_human,lr,4,1848,1028,152,0.863030,0.840726
mHSC-E,mDC,strict,scGPT_human,mlp,0,1848,1028,152,0.780433,0.732457
mHSC-E,mDC,strict,scGPT_human,mlp,1,1848,1028,152,0.814545,0.785327
mHSC-E,mDC,strict,scGPT_human,mlp,2,1848,1028,152,0.794286,0.788467
mHSC-E,mDC,strict,scGPT_human,mlp,3,1848,1028,152,0.734719,0.697149
mHSC-E,mDC,strict,scGPT_human,mlp,4,1848,1028,152,0.831342,0.796047
mHSC-E,mDC,coverage_matched,minus,lr,0,2012,1423,115,0.659769,0.596843
mHSC-E,mDC,coverage_matched,minus,lr,1,2012,1423,115,0.730067,0.698884
mHSC-E,mDC,coverage_matched,minus,lr,2,2012,1423,115,0.678028,0.634974
mHSC-E,mDC,coverage_matched,minus,lr,3,2012,1423,115,0.722459,0.707369
mHSC-E,mDC,coverage_matched,minus,lr,4,2012,1423,115,0.707547,0.661383
mHSC-E,mDC,coverage_matched,minus,mlp,0,2012,1423,115,0.652161,0.614003
mHSC-E,mDC,coverage_matched,minus,mlp,1,2012,1423,115,0.711503,0.679339
mHSC-E,mDC,coverage_matched,minus,mlp,2,2012,1423,115,0.701156,0.650526
mHSC-E,mDC,coverage_matched,minus,mlp,3,2012,1423,115,0.671029,0.623507
mHSC-E,mDC,coverage_matched,minus,mlp,4,2012,1423,115,0.680158,0.624854
mHSC-E,mDC,coverage_matched,baseline,lr,0,2012,1162,81,0.460576,0.571963
mHSC-E,mDC,coverage_matched,baseline,lr,1,2012,1162,81,0.473091,0.573499
mHSC-E,mDC,coverage_matched,baseline,lr,2,2012,1162,81,0.459950,0.575408
mHSC-E,mDC,coverage_matched,baseline,lr,3,2012,1162,81,0.540050,0.612756
mHSC-E,mDC,coverage_matched,baseline,lr,4,2012,1162,81,0.505632,0.596535
mHSC-E,mDC,coverage_matched,baseline,mlp,0,2012,1162,81,0.511890,0.677476
mHSC-E,mDC,coverage_matched,baseline,mlp,1,2012,1162,81,0.520651,0.631887
mHSC-E,mDC,coverage_matched,baseline,mlp,2,2012,1162,81,0.533166,0.672199
mHSC-E,mDC,coverage_matched,baseline,mlp,3,2012,1162,81,0.622653,0.721231
mHSC-E,mDC,coverage_matched,baseline,mlp,4,2012,1162,81,0.684606,0.784265
mHSC-E,mDC,coverage_matched,scGPT_human,lr,0,2012,857,97,0.222128,0.373700
mHSC-E,mDC,coverage_matched,scGPT_human,lr,1,2012,857,97,0.302553,0.406512
mHSC-E,mDC,coverage_matched,scGPT_human,lr,2,2012,857,97,0.370213,0.445843
mHSC-E,mDC,coverage_matched,scGPT_human,lr,3,2012,857,97,0.254043,0.385407
mHSC-E,mDC,coverage_matched,scGPT_human,lr,4,2012,857,97,0.346809,0.428169
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,0,2012,857,97,0.297872,0.399516
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,1,2012,857,97,0.453617,0.525703
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,2,2012,857,97,0.454894,0.510905
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,3,2012,857,97,0.468511,0.532385
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,4,2012,857,97,0.654043,0.663302
mHSC-E,mHSC-GM,native,minus,lr,0,3895,4257,1024,0.700859,0.693028
mHSC-E,mHSC-GM,native,minus,lr,1,3895,4257,1024,0.683598,0.674116
mHSC-E,mHSC-GM,native,minus,lr,2,3895,4257,1024,0.712872,0.708254
mHSC-E,mHSC-GM,native,minus,lr,3,3895,4257,1024,0.700939,0.686161
mHSC-E,mHSC-GM,native,minus,lr,4,3895,4257,1024,0.700256,0.684910
mHSC-E,mHSC-GM,native,minus,mlp,0,3895,4257,1024,0.742367,0.724531
mHSC-E,mHSC-GM,native,minus,mlp,1,3895,4257,1024,0.714344,0.691644
mHSC-E,mHSC-GM,native,minus,mlp,2,3895,4257,1024,0.725952,0.715530
mHSC-E,mHSC-GM,native,minus,mlp,3,3895,4257,1024,0.727001,0.716514
mHSC-E,mHSC-GM,native,minus,mlp,4,3895,4257,1024,0.732109,0.712827
mHSC-E,mHSC-GM,native,baseline,lr,0,3895,4257,1024,0.704147,0.689106
mHSC-E,mHSC-GM,native,baseline,lr,1,3895,4257,1024,0.711445,0.706126
mHSC-E,mHSC-GM,native,baseline,lr,2,3895,4257,1024,0.714642,0.700363
mHSC-E,mHSC-GM,native,baseline,lr,3,3895,4257,1024,0.701706,0.695154
mHSC-E,mHSC-GM,native,baseline,lr,4,3895,4257,1024,0.696987,0.686583
mHSC-E,mHSC-GM,native,baseline,mlp,0,3895,4257,1024,0.741680,0.727813
mHSC-E,mHSC-GM,native,baseline,mlp,1,3895,4257,1024,0.739424,0.741990
mHSC-E,mHSC-GM,native,baseline,mlp,2,3895,4257,1024,0.719555,0.724302
mHSC-E,mHSC-GM,native,baseline,mlp,3,3895,4257,1024,0.721512,0.717706
mHSC-E,mHSC-GM,native,baseline,mlp,4,3895,4257,1024,0.743263,0.742578
mHSC-E,mHSC-GM,native,scGPT_human,lr,0,3895,4257,1024,0.686882,0.679411
mHSC-E,mHSC-GM,native,scGPT_human,lr,1,3895,4257,1024,0.688324,0.684491
mHSC-E,mHSC-GM,native,scGPT_human,lr,2,3895,4257,1024,0.683083,0.678036
mHSC-E,mHSC-GM,native,scGPT_human,lr,3,3895,4257,1024,0.700512,0.686480
mHSC-E,mHSC-GM,native,scGPT_human,lr,4,3895,4257,1024,0.693459,0.687859
mHSC-E,mHSC-GM,native,scGPT_human,mlp,0,3895,4257,1024,0.711075,0.713378
mHSC-E,mHSC-GM,native,scGPT_human,mlp,1,3895,4257,1024,0.755501,0.753829
mHSC-E,mHSC-GM,native,scGPT_human,mlp,2,3895,4257,1024,0.744015,0.742251
mHSC-E,mHSC-GM,native,scGPT_human,mlp,3,3895,4257,1024,0.709503,0.714636
mHSC-E,mHSC-GM,native,scGPT_human,mlp,4,3895,4257,1024,0.727154,0.721363
mHSC-E,mHSC-GM,strict,minus,lr,0,3895,4257,1024,0.700859,0.693028
mHSC-E,mHSC-GM,strict,minus,lr,1,3895,4257,1024,0.683598,0.674116
mHSC-E,mHSC-GM,strict,minus,lr,2,3895,4257,1024,0.712872,0.708254
mHSC-E,mHSC-GM,strict,minus,lr,3,3895,4257,1024,0.700939,0.686161
mHSC-E,mHSC-GM,strict,minus,lr,4,3895,4257,1024,0.700256,0.684910
mHSC-E,mHSC-GM,strict,minus,mlp,0,3895,4257,1024,0.742367,0.724531
mHSC-E,mHSC-GM,strict,minus,mlp,1,3895,4257,1024,0.714344,0.691644
mHSC-E,mHSC-GM,strict,minus,mlp,2,3895,4257,1024,0.725952,0.715530
mHSC-E,mHSC-GM,strict,minus,mlp,3,3895,4257,1024,0.727001,0.716514
mHSC-E,mHSC-GM,strict,minus,mlp,4,3895,4257,1024,0.732109,0.712827
mHSC-E,mHSC-GM,strict,baseline,lr,0,3895,4257,1024,0.704147,0.689106
mHSC-E,mHSC-GM,strict,baseline,lr,1,3895,4257,1024,0.711445,0.706126
mHSC-E,mHSC-GM,strict,baseline,lr,2,3895,4257,1024,0.714642,0.700363
mHSC-E,mHSC-GM,strict,baseline,lr,3,3895,4257,1024,0.701706,0.695154
mHSC-E,mHSC-GM,strict,baseline,lr,4,3895,4257,1024,0.696987,0.686583
mHSC-E,mHSC-GM,strict,baseline,mlp,0,3895,4257,1024,0.741680,0.727813
mHSC-E,mHSC-GM,strict,baseline,mlp,1,3895,4257,1024,0.739424,0.741990
mHSC-E,mHSC-GM,strict,baseline,mlp,2,3895,4257,1024,0.719555,0.724302
mHSC-E,mHSC-GM,strict,baseline,mlp,3,3895,4257,1024,0.721512,0.717706
mHSC-E,mHSC-GM,strict,baseline,mlp,4,3895,4257,1024,0.743263,0.742578
mHSC-E,mHSC-GM,strict,scGPT_human,lr,0,3895,4257,1024,0.686882,0.679411
mHSC-E,mHSC-GM,strict,scGPT_human,lr,1,3895,4257,1024,0.688324,0.684491
mHSC-E,mHSC-GM,strict,scGPT_human,lr,2,3895,4257,1024,0.683083,0.678036
mHSC-E,mHSC-GM,strict,scGPT_human,lr,3,3895,4257,1024,0.700512,0.686480
mHSC-E,mHSC-GM,strict,scGPT_human,lr,4,3895,4257,1024,0.693459,0.687859
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,0,3895,4257,1024,0.711075,0.713378
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,1,3895,4257,1024,0.755501,0.753829
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,2,3895,4257,1024,0.744015,0.742251
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,3,3895,4257,1024,0.709503,0.714636
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,4,3895,4257,1024,0.727154,0.721363
mHSC-E,mHSC-GM,coverage_matched,minus,lr,0,3895,4257,1024,0.700859,0.693028
mHSC-E,mHSC-GM,coverage_matched,minus,lr,1,3895,4257,1024,0.683598,0.674116
mHSC-E,mHSC-GM,coverage_matched,minus,lr,2,3895,4257,1024,0.712872,0.708254
mHSC-E,mHSC-GM,coverage_matched,minus,lr,3,3895,4257,1024,0.700939,0.686161
mHSC-E,mHSC-GM,coverage_matched,minus,lr,4,3895,4257,1024,0.700256,0.684910
mHSC-E,mHSC-GM,coverage_matched,minus,mlp,0,3895,4257,1024,0.742367,0.724531
