train_dataset,test_dataset,protocol,embedding,clf,seed,n_common_genes,n_train_edges,n_test_edges,auroc,auprc
hHep,mHSC-E,strict,scGPT_human,lr,2,2748,641,548,0.829624,0.841601
hHep,mHSC-E,strict,scGPT_human,lr,3,2748,641,548,0.826342,0.840124
hHep,mHSC-E,strict,scGPT_human,lr,4,2748,641,548,0.824399,0.840412
hHep,mHSC-E,strict,scGPT_human,mlp,0,2748,641,548,0.834233,0.846624
hHep,mHSC-E,strict,scGPT_human,mlp,1,2748,641,548,0.850861,0.851796
hHep,mHSC-E,strict,scGPT_human,mlp,2,2748,641,548,0.841334,0.854554
hHep,mHSC-E,strict,scGPT_human,mlp,3,2748,641,548,0.848168,0.855704
hHep,mHSC-E,strict,scGPT_human,mlp,4,2748,641,548,0.840758,0.851492
hHep,mHSC-E,coverage_matched,minus,lr,0,2794,296,557,0.737106,0.778684
hHep,mHSC-E,coverage_matched,minus,lr,1,2794,296,557,0.766865,0.793698
hHep,mHSC-E,coverage_matched,minus,lr,2,2794,296,557,0.736410,0.762383
hHep,mHSC-E,coverage_matched,minus,lr,3,2794,296,557,0.740691,0.774825
hHep,mHSC-E,coverage_matched,minus,lr,4,2794,296,557,0.734463,0.754873
hHep,mHSC-E,coverage_matched,minus,mlp,0,2794,296,557,0.762314,0.770182
hHep,mHSC-E,coverage_matched,minus,mlp,1,2794,296,557,0.763861,0.776652
hHep,mHSC-E,coverage_matched,minus,mlp,2,2794,296,557,0.737390,0.739413
hHep,mHSC-E,coverage_matched,minus,mlp,3,2794,296,557,0.740678,0.750885
hHep,mHSC-E,coverage_matched,minus,mlp,4,2794,296,557,0.748956,0.747132
hHep,mHSC-E,coverage_matched,baseline,lr,0,2794,287,439,0.726620,0.738837
hHep,mHSC-E,coverage_matched,baseline,lr,1,2794,287,439,0.723401,0.737185
hHep,mHSC-E,coverage_matched,baseline,lr,2,2794,287,439,0.714992,0.727264
hHep,mHSC-E,coverage_matched,baseline,lr,3,2794,287,439,0.703904,0.717462
hHep,mHSC-E,coverage_matched,baseline,lr,4,2794,287,439,0.696553,0.709248
hHep,mHSC-E,coverage_matched,baseline,mlp,0,2794,287,439,0.725270,0.749419
hHep,mHSC-E,coverage_matched,baseline,mlp,1,2794,287,439,0.747218,0.763956
hHep,mHSC-E,coverage_matched,baseline,mlp,2,2794,287,439,0.754797,0.782654
hHep,mHSC-E,coverage_matched,baseline,mlp,3,2794,287,439,0.671968,0.711647
hHep,mHSC-E,coverage_matched,baseline,mlp,4,2794,287,439,0.694207,0.726391
hHep,mHSC-E,coverage_matched,scGPT_human,lr,0,2794,277,458,0.720545,0.746129
hHep,mHSC-E,coverage_matched,scGPT_human,lr,1,2794,277,458,0.731810,0.761591
hHep,mHSC-E,coverage_matched,scGPT_human,lr,2,2794,277,458,0.743876,0.762397
hHep,mHSC-E,coverage_matched,scGPT_human,lr,3,2794,277,458,0.733127,0.771441
hHep,mHSC-E,coverage_matched,scGPT_human,lr,4,2794,277,458,0.726731,0.748829
hHep,mHSC-E,coverage_matched,scGPT_human,mlp,0,2794,277,458,0.667659,0.691652
hHep,mHSC-E,coverage_matched,scGPT_human,mlp,1,2794,277,458,0.726006,0.747517
hHep,mHSC-E,coverage_matched,scGPT_human,mlp,2,2794,277,458,0.757241,0.778892
hHep,mHSC-E,coverage_matched,scGPT_human,mlp,3,2794,277,458,0.763465,0.793985
hHep,mHSC-E,coverage_matched,scGPT_human,mlp,4,2794,277,458,0.701300,0.730328
hHep,mHSC-GM,native,minus,lr,0,3895,4937,1024,0.677288,0.659998
hHep,mHSC-GM,native,minus,lr,1,3895,4937,1024,0.685444,0.666394
hHep,mHSC-GM,native,minus,lr,2,3895,4937,1024,0.662552,0.655810
hHep,mHSC-GM,native,minus,lr,3,3895,4937,1024,0.637802,0.624943
hHep,mHSC-GM,native,minus,lr,4,3895,4937,1024,0.677326,0.669795
hHep,mHSC-GM,native,minus,mlp,0,3895,4937,1024,0.733311,0.714447
hHep,mHSC-GM,native,minus,mlp,1,3895,4937,1024,0.729942,0.717723
hHep,mHSC-GM,native,minus,mlp,2,3895,4937,1024,0.740257,0.719403
hHep,mHSC-GM,native,minus,mlp,3,3895,4937,1024,0.727148,0.708281
hHep,mHSC-GM,native,minus,mlp,4,3895,4937,1024,0.734219,0.711778
hHep,mHSC-GM,native,baseline,lr,0,3895,4937,1024,0.672043,0.661400
hHep,mHSC-GM,native,baseline,lr,1,3895,4937,1024,0.654182,0.628526
hHep,mHSC-GM,native,baseline,lr,2,3895,4937,1024,0.689217,0.660401
hHep,mHSC-GM,native,baseline,lr,3,3895,4937,1024,0.661930,0.655073
hHep,mHSC-GM,native,baseline,lr,4,3895,4937,1024,0.643471,0.638767
hHep,mHSC-GM,native,baseline,mlp,0,3895,4937,1024,0.759438,0.730333
hHep,mHSC-GM,native,baseline,mlp,1,3895,4937,1024,0.750629,0.727181
hHep,mHSC-GM,native,baseline,mlp,2,3895,4937,1024,0.741856,0.724548
hHep,mHSC-GM,native,baseline,mlp,3,3895,4937,1024,0.766636,0.761352
hHep,mHSC-GM,native,baseline,mlp,4,3895,4937,1024,0.745487,0.710035
hHep,mHSC-GM,native,scGPT_human,lr,0,3895,4937,1024,0.701557,0.711046
hHep,mHSC-GM,native,scGPT_human,lr,1,3895,4937,1024,0.666958,0.675025
hHep,mHSC-GM,native,scGPT_human,lr,2,3895,4937,1024,0.676682,0.693188
hHep,mHSC-GM,native,scGPT_human,lr,3,3895,4937,1024,0.669861,0.686273
hHep,mHSC-GM,native,scGPT_human,lr,4,3895,4937,1024,0.691689,0.693548
hHep,mHSC-GM,native,scGPT_human,mlp,0,3895,4937,1024,0.744698,0.755864
hHep,mHSC-GM,native,scGPT_human,mlp,1,3895,4937,1024,0.757700,0.760817
hHep,mHSC-GM,native,scGPT_human,mlp,2,3895,4937,1024,0.744862,0.743139
hHep,mHSC-GM,native,scGPT_human,mlp,3,3895,4937,1024,0.736885,0.740434
hHep,mHSC-GM,native,scGPT_human,mlp,4,3895,4937,1024,0.737263,0.726515
hHep,mHSC-GM,strict,minus,lr,0,2748,641,312,0.644447,0.343656
hHep,mHSC-GM,strict,minus,lr,1,2748,641,312,0.691284,0.409948
hHep,mHSC-GM,strict,minus,lr,2,2748,641,312,0.623473,0.395729
hHep,mHSC-GM,strict,minus,lr,3,2748,641,312,0.680559,0.446805
hHep,mHSC-GM,strict,minus,lr,4,2748,641,312,0.654833,0.421498
hHep,mHSC-GM,strict,minus,mlp,0,2748,641,312,0.700787,0.454503
hHep,mHSC-GM,strict,minus,mlp,1,2748,641,312,0.665558,0.434345
hHep,mHSC-GM,strict,minus,mlp,2,2748,641,312,0.693932,0.466349
hHep,mHSC-GM,strict,minus,mlp,3,2748,641,312,0.712259,0.427304
hHep,mHSC-GM,strict,minus,mlp,4,2748,641,312,0.633723,0.348386
hHep,mHSC-GM,strict,baseline,lr,0,2748,641,312,0.697529,0.387117
hHep,mHSC-GM,strict,baseline,lr,1,2748,641,312,0.753869,0.439671
hHep,mHSC-GM,strict,baseline,lr,2,2748,641,312,0.782446,0.464809
hHep,mHSC-GM,strict,baseline,lr,3,2748,641,312,0.773826,0.475766
hHep,mHSC-GM,strict,baseline,lr,4,2748,641,312,0.746402,0.424816
hHep,mHSC-GM,strict,baseline,mlp,0,2748,641,312,0.750204,0.464772
hHep,mHSC-GM,strict,baseline,mlp,1,2748,641,312,0.779731,0.509459
hHep,mHSC-GM,strict,baseline,mlp,2,2748,641,312,0.667119,0.372616
hHep,mHSC-GM,strict,baseline,mlp,3,2748,641,312,0.731062,0.437768
hHep,mHSC-GM,strict,baseline,mlp,4,2748,641,312,0.595778,0.271698
hHep,mHSC-GM,strict,scGPT_human,lr,0,2748,641,312,0.611797,0.326629
hHep,mHSC-GM,strict,scGPT_human,lr,1,2748,641,312,0.644176,0.348072
hHep,mHSC-GM,strict,scGPT_human,lr,2,2748,641,312,0.640443,0.333537
hHep,mHSC-GM,strict,scGPT_human,lr,3,2748,641,312,0.656055,0.360534
hHep,mHSC-GM,strict,scGPT_human,lr,4,2748,641,312,0.663861,0.366349
hHep,mHSC-GM,strict,scGPT_human,mlp,0,2748,641,312,0.689384,0.393049
hHep,mHSC-GM,strict,scGPT_human,mlp,1,2748,641,312,0.644447,0.325001
hHep,mHSC-GM,strict,scGPT_human,mlp,2,2748,641,312,0.576772,0.294015
hHep,mHSC-GM,strict,scGPT_human,mlp,3,2748,641,312,0.652729,0.360284
hHep,mHSC-GM,strict,scGPT_human,mlp,4,2748,641,312,0.618314,0.319278
hHep,mHSC-GM,coverage_matched,minus,lr,0,2794,203,500,0.601703,0.654504
hHep,mHSC-GM,coverage_matched,minus,lr,1,2794,203,500,0.592950,0.621756
hHep,mHSC-GM,coverage_matched,minus,lr,2,2794,203,500,0.555652,0.611108
hHep,mHSC-GM,coverage_matched,minus,lr,3,2794,203,500,0.585237,0.637346
hHep,mHSC-GM,coverage_matched,minus,lr,4,2794,203,500,0.608135,0.651445
hHep,mHSC-GM,coverage_matched,minus,mlp,0,2794,203,500,0.542739,0.566708
hHep,mHSC-GM,coverage_matched,minus,mlp,1,2794,203,500,0.628104,0.663912
hHep,mHSC-GM,coverage_matched,minus,mlp,2,2794,203,500,0.594518,0.651520
hHep,mHSC-GM,coverage_matched,minus,mlp,3,2794,203,500,0.584597,0.632774
hHep,mHSC-GM,coverage_matched,minus,mlp,4,2794,203,500,0.624184,0.640785
hHep,mHSC-GM,coverage_matched,baseline,lr,0,2794,254,571,0.723480,0.739513
hHep,mHSC-GM,coverage_matched,baseline,lr,1,2794,254,571,0.718944,0.723770
hHep,mHSC-GM,coverage_matched,baseline,lr,2,2794,254,571,0.721268,0.733124
hHep,mHSC-GM,coverage_matched,baseline,lr,3,2794,254,571,0.691066,0.719316
hHep,mHSC-GM,coverage_matched,baseline,lr,4,2794,254,571,0.708656,0.714271
hHep,mHSC-GM,coverage_matched,baseline,mlp,0,2794,254,571,0.730425,0.757713
hHep,mHSC-GM,coverage_matched,baseline,mlp,1,2794,254,571,0.652457,0.686486
hHep,mHSC-GM,coverage_matched,baseline,mlp,2,2794,254,571,0.537011,0.583416
hHep,mHSC-GM,coverage_matched,baseline,mlp,3,2794,254,571,0.677434,0.687227
hHep,mHSC-GM,coverage_matched,baseline,mlp,4,2794,254,571,0.754001,0.771570
hHep,mHSC-GM,coverage_matched,scGPT_human,lr,0,2794,360,519,0.675973,0.686433
hHep,mHSC-GM,coverage_matched,scGPT_human,lr,1,2794,360,519,0.679477,0.686414
hHep,mHSC-GM,coverage_matched,scGPT_human,lr,2,2794,360,519,0.659964,0.669290
hHep,mHSC-GM,coverage_matched,scGPT_human,lr,3,2794,360,519,0.693288,0.712387
hHep,mHSC-GM,coverage_matched,scGPT_human,lr,4,2794,360,519,0.647579,0.654064
hHep,mHSC-GM,coverage_matched,scGPT_human,mlp,0,2794,360,519,0.717805,0.725208
hHep,mHSC-GM,coverage_matched,scGPT_human,mlp,1,2794,360,519,0.700104,0.708217
hHep,mHSC-GM,coverage_matched,scGPT_human,mlp,2,2794,360,519,0.705999,0.708586
hHep,mHSC-GM,coverage_matched,scGPT_human,mlp,3,2794,360,519,0.691832,0.691834
hHep,mHSC-GM,coverage_matched,scGPT_human,mlp,4,2794,360,519,0.616335,0.603161
hHep,mHSC-L,native,minus,lr,0,3895,4937,973,0.647599,0.616462
hHep,mHSC-L,native,minus,lr,1,3895,4937,973,0.635356,0.619374
hHep,mHSC-L,native,minus,lr,2,3895,4937,973,0.620185,0.594383
hHep,mHSC-L,native,minus,lr,3,3895,4937,973,0.592543,0.564101
hHep,mHSC-L,native,minus,lr,4,3895,4937,973,0.645128,0.614416
hHep,mHSC-L,native,minus,mlp,0,3895,4937,973,0.660325,0.623110
hHep,mHSC-L,native,minus,mlp,1,3895,4937,973,0.664937,0.632095
hHep,mHSC-L,native,minus,mlp,2,3895,4937,973,0.681509,0.651171
hHep,mHSC-L,native,minus,mlp,3,3895,4937,973,0.671645,0.643001
hHep,mHSC-L,native,minus,mlp,4,3895,4937,973,0.670836,0.633580
hHep,mHSC-L,native,baseline,lr,0,3895,4937,973,0.611569,0.567389
hHep,mHSC-L,native,baseline,lr,1,3895,4937,973,0.598201,0.563664
hHep,mHSC-L,native,baseline,lr,2,3895,4937,973,0.609517,0.557705
hHep,mHSC-L,native,baseline,lr,3,3895,4937,973,0.599462,0.544599
hHep,mHSC-L,native,baseline,lr,4,3895,4937,973,0.596245,0.540159
hHep,mHSC-L,native,baseline,mlp,0,3895,4937,973,0.645225,0.583678
hHep,mHSC-L,native,baseline,mlp,1,3895,4937,973,0.670426,0.619155
hHep,mHSC-L,native,baseline,mlp,2,3895,4937,973,0.652330,0.587662
hHep,mHSC-L,native,baseline,mlp,3,3895,4937,973,0.663429,0.615389
hHep,mHSC-L,native,baseline,mlp,4,3895,4937,973,0.663511,0.594994
hHep,mHSC-L,native,scGPT_human,lr,0,3895,4937,973,0.638103,0.621418
hHep,mHSC-L,native,scGPT_human,lr,1,3895,4937,973,0.619758,0.592817
hHep,mHSC-L,native,scGPT_human,lr,2,3895,4937,973,0.615530,0.583248
hHep,mHSC-L,native,scGPT_human,lr,3,3895,4937,973,0.613901,0.594946
hHep,mHSC-L,native,scGPT_human,lr,4,3895,4937,973,0.642788,0.616092
hHep,mHSC-L,native,scGPT_human,mlp,0,3895,4937,973,0.664159,0.619081
hHep,mHSC-L,native,scGPT_human,mlp,1,3895,4937,973,0.665331,0.638606
hHep,mHSC-L,native,scGPT_human,mlp,2,3895,4937,973,0.647819,0.612551
hHep,mHSC-L,native,scGPT_human,mlp,3,3895,4937,973,0.649825,0.615043
hHep,mHSC-L,native,scGPT_human,mlp,4,3895,4937,973,0.639491,0.603091
hHep,mHSC-L,strict,minus,lr,0,2748,641,364,0.574911,0.369248
hHep,mHSC-L,strict,minus,lr,1,2748,641,364,0.580637,0.382501
hHep,mHSC-L,strict,minus,lr,2,2748,641,364,0.580458,0.380916
hHep,mHSC-L,strict,minus,lr,3,2748,641,364,0.599248,0.391744
hHep,mHSC-L,strict,minus,lr,4,2748,641,364,0.553830,0.342682
hHep,mHSC-L,strict,minus,mlp,0,2748,641,364,0.563028,0.364636
hHep,mHSC-L,strict,minus,mlp,1,2748,641,364,0.585039,0.399070
hHep,mHSC-L,strict,minus,mlp,2,2748,641,364,0.570043,0.370911
hHep,mHSC-L,strict,minus,mlp,3,2748,641,364,0.608232,0.389925
hHep,mHSC-L,strict,minus,mlp,4,2748,641,364,0.500859,0.301795
hHep,mHSC-L,strict,baseline,lr,0,2748,641,364,0.627917,0.452635
hHep,mHSC-L,strict,baseline,lr,1,2748,641,364,0.640444,0.471266
hHep,mHSC-L,strict,baseline,lr,2,2748,641,364,0.607910,0.446962
hHep,mHSC-L,strict,baseline,lr,3,2748,641,364,0.640694,0.463840
hHep,mHSC-L,strict,baseline,lr,4,2748,641,364,0.621510,0.431462
hHep,mHSC-L,strict,baseline,mlp,0,2748,641,364,0.591339,0.368423
hHep,mHSC-L,strict,baseline,mlp,1,2748,641,364,0.642520,0.444503
hHep,mHSC-L,strict,baseline,mlp,2,2748,641,364,0.557266,0.336833
hHep,mHSC-L,strict,baseline,mlp,3,2748,641,364,0.621725,0.405769
hHep,mHSC-L,strict,baseline,mlp,4,2748,641,364,0.572262,0.369257
hHep,mHSC-L,strict,scGPT_human,lr,0,2748,641,364,0.574409,0.350334
hHep,mHSC-L,strict,scGPT_human,lr,1,2748,641,364,0.571976,0.351896
hHep,mHSC-L,strict,scGPT_human,lr,2,2748,641,364,0.582427,0.366049
hHep,mHSC-L,strict,scGPT_human,lr,3,2748,641,364,0.581424,0.369093
hHep,mHSC-L,strict,scGPT_human,lr,4,2748,641,364,0.559986,0.362988
hHep,mHSC-L,strict,scGPT_human,mlp,0,2748,641,364,0.591768,0.373310
hHep,mHSC-L,strict,scGPT_human,mlp,1,2748,641,364,0.537294,0.328694
hHep,mHSC-L,strict,scGPT_human,mlp,2,2748,641,364,0.578525,0.378497
hHep,mHSC-L,strict,scGPT_human,mlp,3,2748,641,364,0.613064,0.404249
hHep,mHSC-L,strict,scGPT_human,mlp,4,2748,641,364,0.566392,0.364055
hHep,mHSC-L,coverage_matched,minus,lr,0,2794,420,568,0.663561,0.629656
hHep,mHSC-L,coverage_matched,minus,lr,1,2794,420,568,0.669984,0.636797
hHep,mHSC-L,coverage_matched,minus,lr,2,2794,420,568,0.662567,0.642002
hHep,mHSC-L,coverage_matched,minus,lr,3,2794,420,568,0.619988,0.579408
hHep,mHSC-L,coverage_matched,minus,lr,4,2794,420,568,0.636413,0.610491
hHep,mHSC-L,coverage_matched,minus,mlp,0,2794,420,568,0.661722,0.626352
hHep,mHSC-L,coverage_matched,minus,mlp,1,2794,420,568,0.628499,0.606971
hHep,mHSC-L,coverage_matched,minus,mlp,2,2794,420,568,0.584666,0.542362
hHep,mHSC-L,coverage_matched,minus,mlp,3,2794,420,568,0.560215,0.548727
hHep,mHSC-L,coverage_matched,minus,mlp,4,2794,420,568,0.652876,0.613349
hHep,mHSC-L,coverage_matched,baseline,lr,0,2794,389,579,0.608165,0.584658
hHep,mHSC-L,coverage_matched,baseline,lr,1,2794,389,579,0.602369,0.576339
hHep,mHSC-L,coverage_matched,baseline,lr,2,2794,389,579,0.631241,0.593125
hHep,mHSC-L,coverage_matched,baseline,lr,3,2794,389,579,0.585686,0.557145
hHep,mHSC-L,coverage_matched,baseline,lr,4,2794,389,579,0.594804,0.563369
hHep,mHSC-L,coverage_matched,baseline,mlp,0,2794,389,579,0.628983,0.592607
hHep,mHSC-L,coverage_matched,baseline,mlp,1,2794,389,579,0.634002,0.622734
hHep,mHSC-L,coverage_matched,baseline,mlp,2,2794,389,579,0.612049,0.576700
hHep,mHSC-L,coverage_matched,baseline,mlp,3,2794,389,579,0.601903,0.606209
hHep,mHSC-L,coverage_matched,baseline,mlp,4,2794,389,579,0.612001,0.591671
hHep,mHSC-L,coverage_matched,scGPT_human,lr,0,2794,369,462,0.635402,0.581805
hHep,mHSC-L,coverage_matched,scGPT_human,lr,1,2794,369,462,0.604406,0.551499
hHep,mHSC-L,coverage_matched,scGPT_human,lr,2,2794,369,462,0.646662,0.612327
hHep,mHSC-L,coverage_matched,scGPT_human,lr,3,2794,369,462,0.625139,0.578849
hHep,mHSC-L,coverage_matched,scGPT_human,lr,4,2794,369,462,0.639883,0.586020
hHep,mHSC-L,coverage_matched,scGPT_human,mlp,0,2794,369,462,0.652519,0.626148
hHep,mHSC-L,coverage_matched,scGPT_human,mlp,1,2794,369,462,0.623934,0.575943
hHep,mHSC-L,coverage_matched,scGPT_human,mlp,2,2794,369,462,0.547538,0.515277
hHep,mHSC-L,coverage_matched,scGPT_human,mlp,3,2794,369,462,0.641879,0.604593
hHep,mHSC-L,coverage_matched,scGPT_human,mlp,4,2794,369,462,0.606497,0.559146
mDC,hESC,native,minus,lr,0,5852,3181,1001,0.501701,0.520775
mDC,hESC,native,minus,lr,1,5852,3181,1001,0.576427,0.561002
mDC,hESC,native,minus,lr,2,5852,3181,1001,0.524372,0.526424
mDC,hESC,native,minus,lr,3,5852,3181,1001,0.545623,0.538660
mDC,hESC,native,minus,lr,4,5852,3181,1001,0.480666,0.482527
mDC,hESC,native,minus,mlp,0,5852,3181,1001,0.479484,0.488911
mDC,hESC,native,minus,mlp,1,5852,3181,1001,0.503505,0.501280
mDC,hESC,native,minus,mlp,2,5852,3181,1001,0.525327,0.528079
mDC,hESC,native,minus,mlp,3,5852,3181,1001,0.512132,0.508052
mDC,hESC,native,minus,mlp,4,5852,3181,1001,0.508436,0.501682
mDC,hESC,native,baseline,lr,0,5852,3181,1001,0.467927,0.475036
mDC,hESC,native,baseline,lr,1,5852,3181,1001,0.457040,0.473142
mDC,hESC,native,baseline,lr,2,5852,3181,1001,0.470729,0.485504
mDC,hESC,native,baseline,lr,3,5852,3181,1001,0.448732,0.463528
mDC,hESC,native,baseline,lr,4,5852,3181,1001,0.479292,0.478749
mDC,hESC,native,baseline,mlp,0,5852,3181,1001,0.456198,0.467688
mDC,hESC,native,baseline,mlp,1,5852,3181,1001,0.461799,0.472455
mDC,hESC,native,baseline,mlp,2,5852,3181,1001,0.415022,0.439415
mDC,hESC,native,baseline,mlp,3,5852,3181,1001,0.395648,0.422812
mDC,hESC,native,baseline,mlp,4,5852,3181,1001,0.456054,0.455152
mDC,hESC,native,scGPT_human,lr,0,5852,3181,1001,0.500196,0.489536
mDC,hESC,native,scGPT_human,lr,1,5852,3181,1001,0.516695,0.505204
mDC,hESC,native,scGPT_human,lr,2,5852,3181,1001,0.516388,0.513673
mDC,hESC,native,scGPT_human,lr,3,5852,3181,1001,0.492590,0.494825
mDC,hESC,native,scGPT_human,lr,4,5852,3181,1001,0.481636,0.475652
mDC,hESC,native,scGPT_human,mlp,0,5852,3181,1001,0.564498,0.554172
mDC,hESC,native,scGPT_human,mlp,1,5852,3181,1001,0.527718,0.521336
mDC,hESC,native,scGPT_human,mlp,2,5852,3181,1001,0.523091,0.508453
mDC,hESC,native,scGPT_human,mlp,3,5852,3181,1001,0.499457,0.491211
mDC,hESC,native,scGPT_human,mlp,4,5852,3181,1001,0.528524,0.505321
mDC,hESC,strict,minus,lr,0,4539,2480,86,0.481209,0.345131
mDC,hESC,strict,minus,lr,1,4539,2480,86,0.542484,0.329119
mDC,hESC,strict,minus,lr,2,4539,2480,86,0.472222,0.250252
mDC,hESC,strict,minus,lr,3,4539,2480,86,0.444444,0.255339
mDC,hESC,strict,minus,lr,4,4539,2480,86,0.519608,0.313613
mDC,hESC,strict,minus,mlp,0,4539,2480,86,0.421569,0.220400
mDC,hESC,strict,minus,mlp,1,4539,2480,86,0.428105,0.234958
mDC,hESC,strict,minus,mlp,2,4539,2480,86,0.391340,0.232868
mDC,hESC,strict,minus,mlp,3,4539,2480,86,0.444444,0.260658
mDC,hESC,strict,minus,mlp,4,4539,2480,86,0.481209,0.307271
mDC,hESC,strict,baseline,lr,0,4539,2480,86,0.529412,0.299745
mDC,hESC,strict,baseline,lr,1,4539,2480,86,0.516340,0.252769
mDC,hESC,strict,baseline,lr,2,4539,2480,86,0.493464,0.226415
mDC,hESC,strict,baseline,lr,3,4539,2480,86,0.486111,0.258265
mDC,hESC,strict,baseline,lr,4,4539,2480,86,0.473856,0.261045
mDC,hESC,strict,baseline,mlp,0,4539,2480,86,0.499183,0.262232
mDC,hESC,strict,baseline,mlp,1,4539,2480,86,0.327614,0.159136
mDC,hESC,strict,baseline,mlp,2,4539,2480,86,0.407680,0.202922
mDC,hESC,strict,baseline,mlp,3,4539,2480,86,0.410131,0.180846
mDC,hESC,strict,baseline,mlp,4,4539,2480,86,0.531863,0.235243
mDC,hESC,strict,scGPT_human,lr,0,4539,2480,86,0.532680,0.313335
mDC,hESC,strict,scGPT_human,lr,1,4539,2480,86,0.598856,0.301905
mDC,hESC,strict,scGPT_human,lr,2,4539,2480,86,0.542484,0.252339
mDC,hESC,strict,scGPT_human,lr,3,4539,2480,86,0.473039,0.244429
mDC,hESC,strict,scGPT_human,lr,4,4539,2480,86,0.508987,0.257219
mDC,hESC,strict,scGPT_human,mlp,0,4539,2480,86,0.521242,0.302024
mDC,hESC,strict,scGPT_human,mlp,1,4539,2480,86,0.508170,0.232645
mDC,hESC,strict,scGPT_human,mlp,2,4539,2480,86,0.586601,0.373821
mDC,hESC,strict,scGPT_human,mlp,3,4539,2480,86,0.507353,0.247999
mDC,hESC,strict,scGPT_human,mlp,4,4539,2480,86,0.537582,0.288680
mDC,hESC,coverage_matched,minus,lr,0,4819,2026,131,0.456808,0.462565
mDC,hESC,coverage_matched,minus,lr,1,4819,2026,131,0.542019,0.517601
mDC,hESC,coverage_matched,minus,lr,2,4819,2026,131,0.447887,0.451989
mDC,hESC,coverage_matched,minus,lr,3,4819,2026,131,0.416432,0.420177
mDC,hESC,coverage_matched,minus,lr,4,4819,2026,131,0.518075,0.508738
mDC,hESC,coverage_matched,minus,mlp,0,4819,2026,131,0.461268,0.421886
mDC,hESC,coverage_matched,minus,mlp,1,4819,2026,131,0.478404,0.434937
mDC,hESC,coverage_matched,minus,mlp,2,4819,2026,131,0.417136,0.398906
mDC,hESC,coverage_matched,minus,mlp,3,4819,2026,131,0.457746,0.448732
mDC,hESC,coverage_matched,minus,mlp,4,4819,2026,131,0.471831,0.458972
mDC,hESC,coverage_matched,baseline,lr,0,4819,2079,192,0.448789,0.508596
mDC,hESC,coverage_matched,baseline,lr,1,4819,2079,192,0.390138,0.478730
mDC,hESC,coverage_matched,baseline,lr,2,4819,2079,192,0.428152,0.515071
mDC,hESC,coverage_matched,baseline,lr,3,4819,2079,192,0.373846,0.437244
mDC,hESC,coverage_matched,baseline,lr,4,4819,2079,192,0.382535,0.455481
mDC,hESC,coverage_matched,baseline,mlp,0,4819,2079,192,0.405670,0.484938
mDC,hESC,coverage_matched,baseline,mlp,1,4819,2079,192,0.397958,0.477956
mDC,hESC,coverage_matched,baseline,mlp,2,4819,2079,192,0.422396,0.492481
mDC,hESC,coverage_matched,baseline,mlp,3,4819,2079,192,0.347236,0.421630
mDC,hESC,coverage_matched,baseline,mlp,4,4819,2079,192,0.449549,0.482817
mDC,hESC,coverage_matched,scGPT_human,lr,0,4819,2389,107,0.481206,0.440207
mDC,hESC,coverage_matched,scGPT_human,lr,1,4819,2389,107,0.458156,0.440222
mDC,hESC,coverage_matched,scGPT_human,lr,2,4819,2389,107,0.467376,0.448930
mDC,hESC,coverage_matched,scGPT_human,lr,3,4819,2389,107,0.449291,0.435493
mDC,hESC,coverage_matched,scGPT_human,lr,4,4819,2389,107,0.478014,0.424054
mDC,hESC,coverage_matched,scGPT_human,mlp,0,4819,2389,107,0.533688,0.492845
mDC,hESC,coverage_matched,scGPT_human,mlp,1,4819,2389,107,0.483688,0.449525
mDC,hESC,coverage_matched,scGPT_human,mlp,2,4819,2389,107,0.458865,0.412993
mDC,hESC,coverage_matched,scGPT_human,mlp,3,4819,2389,107,0.476596,0.455001
mDC,hESC,coverage_matched,scGPT_human,mlp,4,4819,2389,107,0.499645,0.506316
mDC,hHep,native,minus,lr,0,5852,3181,1223,0.573085,0.567048
mDC,hHep,native,minus,lr,1,5852,3181,1223,0.618509,0.623226
mDC,hHep,native,minus,lr,2,5852,3181,1223,0.583721,0.571738
mDC,hHep,native,minus,lr,3,5852,3181,1223,0.581616,0.583707
mDC,hHep,native,minus,lr,4,5852,3181,1223,0.533561,0.539763
mDC,hHep,native,minus,mlp,0,5852,3181,1223,0.596796,0.610426
mDC,hHep,native,minus,mlp,1,5852,3181,1223,0.584128,0.576347
mDC,hHep,native,minus,mlp,2,5852,3181,1223,0.624361,0.613629
mDC,hHep,native,minus,mlp,3,5852,3181,1223,0.604156,0.606326
mDC,hHep,native,minus,mlp,4,5852,3181,1223,0.592613,0.582202
mDC,hHep,native,baseline,lr,0,5852,3181,1223,0.535409,0.557959
mDC,hHep,native,baseline,lr,1,5852,3181,1223,0.530884,0.545643
mDC,hHep,native,baseline,lr,2,5852,3181,1223,0.579937,0.604622
mDC,hHep,native,baseline,lr,3,5852,3181,1223,0.572885,0.596101
mDC,hHep,native,baseline,lr,4,5852,3181,1223,0.564698,0.581898
mDC,hHep,native,baseline,mlp,0,5852,3181,1223,0.603905,0.616598
mDC,hHep,native,baseline,mlp,1,5852,3181,1223,0.606935,0.625962
mDC,hHep,native,baseline,mlp,2,5852,3181,1223,0.591081,0.629219
mDC,hHep,native,baseline,mlp,3,5852,3181,1223,0.549492,0.559571
mDC,hHep,native,baseline,mlp,4,5852,3181,1223,0.593416,0.607185
mDC,hHep,native,scGPT_human,lr,0,5852,3181,1223,0.529244,0.533316
