train_dataset,test_dataset,protocol,embedding,clf,mean_auroc,std_auroc,mean_auprc,std_auprc,n
mDC,mHSC-GM,strict,scGPT_human,mlp,0.5243436,0.014112132108225177,0.4088524,0.008499740104262013,5
mDC,mHSC-L,coverage_matched,baseline,lr,0.466148,0.026885874640784898,0.4346108,0.020469012046505815,5
mDC,mHSC-L,coverage_matched,baseline,mlp,0.473734,0.024697906891070744,0.45186899999999997,0.01935095553196275,5
mDC,mHSC-L,coverage_matched,minus,lr,0.6332884,0.02759950028967919,0.5503336,0.03822644250044726,5
mDC,mHSC-L,coverage_matched,minus,mlp,0.5666306,0.031858344185472065,0.4788424,0.03151642916702337,5
mDC,mHSC-L,coverage_matched,scGPT_human,lr,0.4234408,0.012591513116381216,0.4599942,0.013967014074597328,5
mDC,mHSC-L,coverage_matched,scGPT_human,mlp,0.430854,0.021630019519177496,0.4698372,0.015841315720608574,5
mDC,mHSC-L,native,baseline,lr,0.5115132,0.006475420338479986,0.506697,0.013049732640939435,5
mDC,mHSC-L,native,baseline,mlp,0.4970554,0.018279943080874182,0.4852306,0.016705035427678688,5
mDC,mHSC-L,native,minus,lr,0.4540378,0.013917367213665094,0.4587788,0.014397868292216036,5
mDC,mHSC-L,native,minus,mlp,0.4441156,0.01720892221610638,0.4501214,0.007830040296192596,5
mDC,mHSC-L,native,scGPT_human,lr,0.4545656,0.017157460436789587,0.4623384,0.01138181234426222,5
mDC,mHSC-L,native,scGPT_human,mlp,0.476762,0.0139452137595664,0.4835144,0.009340405100422567,5
mDC,mHSC-L,strict,baseline,lr,0.4876668,0.018659755608260265,0.3405188,0.016287308843390916,5
mDC,mHSC-L,strict,baseline,mlp,0.5138596,0.025219941709686805,0.3736284,0.02544500169856547,5
mDC,mHSC-L,strict,minus,lr,0.4371782,0.030418457373114768,0.31738,0.02708745107240619,5
mDC,mHSC-L,strict,minus,mlp,0.4632156,0.02520736098523605,0.3683028,0.013210415805719357,5
mDC,mHSC-L,strict,scGPT_human,lr,0.4852278,0.019785308108796276,0.35587399999999997,0.017997603529359137,5
mDC,mHSC-L,strict,scGPT_human,mlp,0.5108898,0.012476167270440068,0.3961478,0.00997573585055259,5
mHSC-E,hESC,coverage_matched,baseline,lr,0.5117157999999999,0.025023226445844274,0.6848565999999999,0.018010604283032815,5
mHSC-E,hESC,coverage_matched,baseline,mlp,0.475737,0.036374353717970036,0.6384702,0.030674804399702382,5
mHSC-E,hESC,coverage_matched,minus,lr,0.5965518,0.02599477347006508,0.596869,0.029912605195803344,5
mHSC-E,hESC,coverage_matched,minus,mlp,0.5888596,0.02632542670955208,0.5542632,0.02303110438863059,5
mHSC-E,hESC,coverage_matched,scGPT_human,lr,0.659919,0.0319299041025807,0.460029,0.04119572044278386,5
mHSC-E,hESC,coverage_matched,scGPT_human,mlp,0.6364372,0.06091193859466304,0.401379,0.06558248748865812,5
mHSC-E,hESC,native,baseline,lr,0.5713136,0.004741623713455154,0.5839989999999999,0.004874645053744949,5
mHSC-E,hESC,native,baseline,mlp,0.6028632,0.008626300421385754,0.6087046,0.009194773854750309,5
mHSC-E,hESC,native,minus,lr,0.626853,0.01003861474507314,0.5869462,0.012165030676492352,5
mHSC-E,hESC,native,minus,mlp,0.6558264,0.007377858892659867,0.610661,0.010353671754503335,5
mHSC-E,hESC,native,scGPT_human,lr,0.5842234,0.008723670158826505,0.6017473999999999,0.012299828398802962,5
mHSC-E,hESC,native,scGPT_human,mlp,0.611302,0.009446177745522272,0.6183014,0.010624174030954123,5
mHSC-E,hESC,strict,baseline,lr,0.5177734,0.022007496255594353,0.375994,0.01704058180931626,5
mHSC-E,hESC,strict,baseline,mlp,0.5440429999999999,0.009615043109627748,0.3870012,0.011657450071091889,5
mHSC-E,hESC,strict,minus,lr,0.4737306,0.03078482627269479,0.3703932,0.01636902191824546,5
mHSC-E,hESC,strict,minus,mlp,0.45087879999999997,0.015793843755083817,0.3629956,0.010619289893396826,5
mHSC-E,hESC,strict,scGPT_human,lr,0.4416016,0.02257434381416212,0.3424926,0.022460871796081285,5
mHSC-E,hESC,strict,scGPT_human,mlp,0.4419924,0.02839844515180363,0.3322984,0.03206913970533041,5
mHSC-E,hHep,coverage_matched,baseline,lr,0.8549092,0.029623429750115008,0.9351452,0.014940501201766964,5
mHSC-E,hHep,coverage_matched,baseline,mlp,0.8756366,0.021229960429543924,0.9446133999999999,0.01322277018782372,5
mHSC-E,hHep,coverage_matched,minus,lr,0.6121458,0.04087045728836418,0.5423908000000001,0.04856239586099516,5
mHSC-E,hHep,coverage_matched,minus,mlp,0.7267208,0.011397382285419744,0.6867532000000001,0.019864215669389017,5
mHSC-E,hHep,coverage_matched,scGPT_human,lr,0.7209795999999999,0.01683607174610512,0.8272396,0.009474222408197945,5
mHSC-E,hHep,coverage_matched,scGPT_human,mlp,0.8297144,0.023069369385399337,0.9052742,0.010707185818878839,5
mHSC-E,hHep,native,baseline,lr,0.731758,0.013052679556320992,0.701127,0.014001309695882015,5
mHSC-E,hHep,native,baseline,mlp,0.7836082,0.012370715119183683,0.7691602,0.015951217939706042,5
mHSC-E,hHep,native,minus,lr,0.7012174,0.006354008895177895,0.7081978,0.009063952149035215,5
mHSC-E,hHep,native,minus,mlp,0.77078,0.0059979419803796305,0.7814696,0.006462620106427406,5
mHSC-E,hHep,native,scGPT_human,lr,0.6909462,0.01193503758519428,0.7146283999999999,0.009514427352184666,5
mHSC-E,hHep,native,scGPT_human,mlp,0.775172,0.01431285844267314,0.794999,0.011209312110919186,5
mHSC-E,hHep,strict,baseline,lr,0.8772848,0.004549940236970129,0.9047406,0.009932150756004468,5
mHSC-E,hHep,strict,baseline,mlp,0.900764,0.007099843012348924,0.9281094,0.0052723333961349535,5
mHSC-E,hHep,strict,minus,lr,0.9305322,0.009856528098676536,0.9447988,0.006783156975922027,5
mHSC-E,hHep,strict,minus,mlp,0.942962,0.008105047735824876,0.9545032,0.0064711679131359175,5
mHSC-E,hHep,strict,scGPT_human,lr,0.8851308,0.006125761745285229,0.917915,0.0030984626510577777,5
mHSC-E,hHep,strict,scGPT_human,mlp,0.9114016,0.009312308298161107,0.9348694,0.00666673901094081,5
mHSC-E,mDC,coverage_matched,baseline,lr,0.4878598,0.030922962991278835,0.5860322,0.016077110504067568,5
mHSC-E,mDC,coverage_matched,baseline,mlp,0.5745932,0.067779385761159,0.6974116,0.051841013607374614,5
mHSC-E,mDC,coverage_matched,minus,lr,0.699574,0.02670499258191246,0.6598906,0.04092126046250285,5
mHSC-E,mDC,coverage_matched,minus,mlp,0.6832014,0.02118624205091597,0.6384458000000001,0.023763586778093933,5
mHSC-E,mDC,coverage_matched,scGPT_human,lr,0.2991492,0.0553171593428296,0.4079262,0.026563139011796036,5
mHSC-E,mDC,coverage_matched,scGPT_human,mlp,0.4657874,0.11305746794015865,0.5263622,0.08380704144020357,5
mHSC-E,mDC,native,baseline,lr,0.6704032,0.021645453614096418,0.7448522,0.02416939637144461,5
mHSC-E,mDC,native,baseline,mlp,0.6892146,0.027879134359588737,0.7642246,0.025357709025856427,5
mHSC-E,mDC,native,minus,lr,0.5038592,0.03334539506078763,0.5795206,0.03103962779802619,5
mHSC-E,mDC,native,minus,mlp,0.5395166,0.021283925790135598,0.6113698,0.007310514466164458,5
mHSC-E,mDC,native,scGPT_human,lr,0.5869084,0.048922679348539354,0.6168130000000001,0.03974079703780486,5
mHSC-E,mDC,native,scGPT_human,mlp,0.5847286,0.02974457938919291,0.6217216,0.024104668706290064,5
mHSC-E,mDC,strict,baseline,lr,0.755463,0.022329408214280984,0.7623116,0.03002237365432654,5
mHSC-E,mDC,strict,baseline,mlp,0.7278616,0.038198700876338726,0.7208606,0.04527560693618584,5
mHSC-E,mDC,strict,minus,lr,0.699013,0.04171965439933557,0.650595,0.0356081679281594,5
mHSC-E,mDC,strict,minus,mlp,0.6145802,0.01663644230477176,0.5930628,0.027178431701626933,5
mHSC-E,mDC,strict,scGPT_human,lr,0.8628916,0.008790350086316238,0.8471428,0.0120205611083676,5
mHSC-E,mDC,strict,scGPT_human,mlp,0.791065,0.033081212523122544,0.7598894,0.03862646014120371,5
mHSC-E,mHSC-GM,coverage_matched,baseline,lr,0.7057854,0.0064375171797828885,0.6954664,0.007170367371341573,5
mHSC-E,mHSC-GM,coverage_matched,baseline,mlp,0.7330868,0.01034063675795645,0.7308778,0.009864138368859196,5
mHSC-E,mHSC-GM,coverage_matched,minus,lr,0.6997048,0.009337702188440124,0.6892938000000001,0.011250166085885131,5
mHSC-E,mHSC-GM,coverage_matched,minus,mlp,0.7283546,0.009103235745601675,0.7122092,0.010997226002951829,5
mHSC-E,mHSC-GM,coverage_matched,scGPT_human,lr,0.6904520000000001,0.006030275184433969,0.6832554,0.003876581824236402,5
mHSC-E,mHSC-GM,coverage_matched,scGPT_human,mlp,0.7294496,0.01806426790766788,0.7290914,0.016128990180417364,5
mHSC-E,mHSC-GM,native,baseline,lr,0.7057854,0.0064375171797828885,0.6954664,0.007170367371341573,5
mHSC-E,mHSC-GM,native,baseline,mlp,0.7330868,0.01034063675795645,0.7308778,0.009864138368859196,5
mHSC-E,mHSC-GM,native,minus,lr,0.6997048,0.009337702188440124,0.6892938000000001,0.011250166085885131,5
mHSC-E,mHSC-GM,native,minus,mlp,0.7283546,0.009103235745601675,0.7122092,0.010997226002951829,5
mHSC-E,mHSC-GM,native,scGPT_human,lr,0.6904520000000001,0.006030275184433969,0.6832554,0.003876581824236402,5
mHSC-E,mHSC-GM,native,scGPT_human,mlp,0.7294496,0.01806426790766788,0.7290914,0.016128990180417364,5
mHSC-E,mHSC-GM,strict,baseline,lr,0.7057854,0.0064375171797828885,0.6954664,0.007170367371341573,5
mHSC-E,mHSC-GM,strict,baseline,mlp,0.7330868,0.01034063675795645,0.7308778,0.009864138368859196,5
mHSC-E,mHSC-GM,strict,minus,lr,0.6997048,0.009337702188440124,0.6892938000000001,0.011250166085885131,5
mHSC-E,mHSC-GM,strict,minus,mlp,0.7283546,0.009103235745601675,0.7122092,0.010997226002951829,5
mHSC-E,mHSC-GM,strict,scGPT_human,lr,0.6904520000000001,0.006030275184433969,0.6832554,0.003876581824236402,5
mHSC-E,mHSC-GM,strict,scGPT_human,mlp,0.7294496,0.01806426790766788,0.7290914,0.016128990180417364,5
mHSC-E,mHSC-L,coverage_matched,baseline,lr,0.580096,0.005532072053037641,0.5694894,0.003632332396683983,5
mHSC-E,mHSC-L,coverage_matched,baseline,mlp,0.5963562,0.005806281577739748,0.5701594,0.004050854951735499,5
mHSC-E,mHSC-L,coverage_matched,minus,lr,0.648477,0.0032370355574197988,0.6287306,0.004139396458422384,5
mHSC-E,mHSC-L,coverage_matched,minus,mlp,0.6453266,0.003546285978315892,0.6294918,0.006759265149407887,5
mHSC-E,mHSC-L,coverage_matched,scGPT_human,lr,0.5892706,0.009044382026429421,0.5427434,0.007002897845892116,5
mHSC-E,mHSC-L,coverage_matched,scGPT_human,mlp,0.6246964,0.014162806538253624,0.5867338,0.014188239403111293,5
mHSC-E,mHSC-L,native,baseline,lr,0.580096,0.005532072053037641,0.5694894,0.003632332396683983,5
mHSC-E,mHSC-L,native,baseline,mlp,0.5963562,0.005806281577739748,0.5701594,0.004050854951735499,5
mHSC-E,mHSC-L,native,minus,lr,0.648477,0.0032370355574197988,0.6287306,0.004139396458422384,5
mHSC-E,mHSC-L,native,minus,mlp,0.6453266,0.003546285978315892,0.6294918,0.006759265149407887,5
mHSC-E,mHSC-L,native,scGPT_human,lr,0.5892706,0.009044382026429421,0.5427434,0.007002897845892116,5
mHSC-E,mHSC-L,native,scGPT_human,mlp,0.6246964,0.014162806538253624,0.5867338,0.014188239403111293,5
mHSC-E,mHSC-L,strict,baseline,lr,0.580096,0.005532072053037641,0.5694894,0.003632332396683983,5
mHSC-E,mHSC-L,strict,baseline,mlp,0.5963562,0.005806281577739748,0.5701594,0.004050854951735499,5
mHSC-E,mHSC-L,strict,minus,lr,0.648477,0.0032370355574197988,0.6287306,0.004139396458422384,5
mHSC-E,mHSC-L,strict,minus,mlp,0.6453266,0.003546285978315892,0.6294918,0.006759265149407887,5
mHSC-E,mHSC-L,strict,scGPT_human,lr,0.5892706,0.009044382026429421,0.5427434,0.007002897845892116,5
mHSC-E,mHSC-L,strict,scGPT_human,mlp,0.6246964,0.014162806538253624,0.5867338,0.014188239403111293,5
mHSC-GM,hESC,coverage_matched,baseline,lr,0.839655,0.02120055077586429,0.803592,0.04573381946874763,5
mHSC-GM,hESC,coverage_matched,baseline,mlp,0.8227586,0.029125405429624506,0.8161986,0.034602114285690704,5
mHSC-GM,hESC,coverage_matched,minus,lr,0.6574898,0.032398612015949034,0.7373994,0.03571070418571997,5
mHSC-GM,hESC,coverage_matched,minus,mlp,0.7238867999999999,0.018842089622969103,0.789368,0.025296087009654283,5
mHSC-GM,hESC,coverage_matched,scGPT_human,lr,0.5708334,0.03421197833858777,0.4825314,0.04103362182698475,5
mHSC-GM,hESC,coverage_matched,scGPT_human,mlp,0.7242646,0.05484946019278586,0.6374576,0.093711489896597,5
mHSC-GM,hESC,native,baseline,lr,0.7107406000000001,0.00842184297170161,0.6846068,0.010752990642607286,5
mHSC-GM,hESC,native,baseline,mlp,0.772471,0.009084741867549128,0.756294,0.012333047052533295,5
mHSC-GM,hESC,native,minus,lr,0.624402,0.007928252215967903,0.6348222,0.01064986759354314,5
mHSC-GM,hESC,native,minus,mlp,0.6718714,0.013653678780460591,0.671736,0.015717077998152192,5
mHSC-GM,hESC,native,scGPT_human,lr,0.698169,0.008133729943881817,0.6960902,0.004984984870588853,5
mHSC-GM,hESC,native,scGPT_human,mlp,0.7405274,0.006967482948669468,0.7328696,0.00709780688945534,5
mHSC-GM,hESC,strict,baseline,lr,0.6138674000000001,0.009230512956493781,0.4924162,0.01648663323301638,5
mHSC-GM,hESC,strict,baseline,mlp,0.6518554,0.007129385909038732,0.5320218,0.023432444229315903,5
mHSC-GM,hESC,strict,minus,lr,0.6217774,0.04661339398327481,0.5784198,0.05273370097157983,5
mHSC-GM,hESC,strict,minus,mlp,0.6138672,0.02124643045219597,0.5652424,0.01538455394998505,5
mHSC-GM,hESC,strict,scGPT_human,lr,0.647168,0.023299892523357273,0.5310042,0.03272652584922512,5
mHSC-GM,hESC,strict,scGPT_human,mlp,0.6562498,0.014245815587743621,0.5751876,0.02614782065564931,5
mHSC-GM,hHep,coverage_matched,baseline,lr,0.6907352,0.053091420012653656,0.7050688,0.04391982156338979,5
mHSC-GM,hHep,coverage_matched,baseline,mlp,0.7563234,0.018715285096412494,0.7740222,0.018114652824716217,5
mHSC-GM,hHep,coverage_matched,minus,lr,0.6799997999999999,0.03645505262868236,0.6461524000000001,0.04337910208660388,5
mHSC-GM,hHep,coverage_matched,minus,mlp,0.7580488,0.01702505108832274,0.7541782,0.01602162841161907,5
mHSC-GM,hHep,coverage_matched,scGPT_human,lr,0.8967886,0.02023168783468154,0.8293632,0.032764169828640555,5
mHSC-GM,hHep,coverage_matched,scGPT_human,mlp,0.8841642,0.01121944013576435,0.788941,0.047192590676927236,5
mHSC-GM,hHep,native,baseline,lr,0.7688174,0.01999329074064597,0.7255436,0.029506103867505098,5
mHSC-GM,hHep,native,baseline,mlp,0.8192938,0.00695995173546483,0.7946498,0.00764775874096457,5
mHSC-GM,hHep,native,minus,lr,0.7067438,0.026894929026863055,0.6893686,0.025579491203696757,5
mHSC-GM,hHep,native,minus,mlp,0.7825088,0.006493634711007361,0.7618958,0.010093417030916731,5
mHSC-GM,hHep,native,scGPT_human,lr,0.7676128,0.010879007664304694,0.7633732,0.017331553633762903,5
mHSC-GM,hHep,native,scGPT_human,mlp,0.8129828,0.00778696005897039,0.8025568000000001,0.006144807739872742,5
mHSC-GM,hHep,strict,baseline,lr,0.8057596,0.042164073212155415,0.7548768,0.05526967996795349,5
mHSC-GM,hHep,strict,baseline,mlp,0.697943,0.05460736721359125,0.6434978,0.05090181243688675,5
mHSC-GM,hHep,strict,minus,lr,0.8765796,0.021324096488245424,0.8679812,0.034368611816016074,5
mHSC-GM,hHep,strict,minus,mlp,0.827123,0.01994480222012745,0.7861512,0.01700292966991278,5
mHSC-GM,hHep,strict,scGPT_human,lr,0.722098,0.03200980245487312,0.6991294,0.0316376630464388,5
mHSC-GM,hHep,strict,scGPT_human,mlp,0.7179254,0.048022340882551744,0.6583768,0.03928004738999179,5
mHSC-GM,mDC,coverage_matched,baseline,lr,0.6694822,0.06639896263466773,0.7127868,0.05533573466901834,5
mHSC-GM,mDC,coverage_matched,baseline,mlp,0.658421,0.05108319269975205,0.7096188,0.0351165833554462,5
mHSC-GM,mDC,coverage_matched,minus,lr,0.5364554,0.016521181732551713,0.6200784,0.01915668470899911,5
mHSC-GM,mDC,coverage_matched,minus,mlp,0.4913432,0.010737890694172655,0.575728,0.01206084640479267,5
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,0.4356396,0.05477520161386903,0.446757,0.03398450998322616,5
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,0.558351,0.07182620193773298,0.53198,0.0493720629303658,5
mHSC-GM,mDC,native,baseline,lr,0.5035938,0.03477235191010238,0.5897948,0.032204637867238935,5
mHSC-GM,mDC,native,baseline,mlp,0.5161186,0.024895482486587794,0.6062724,0.015820214607899626,5
mHSC-GM,mDC,native,minus,lr,0.482306,0.01918253142835951,0.579553,0.020086811981994548,5
mHSC-GM,mDC,native,minus,mlp,0.5070686,0.03245385197230063,0.6068234,0.03190338838180045,5
mHSC-GM,mDC,native,scGPT_human,lr,0.4728348,0.04760150308299098,0.5806363999999999,0.035977832611762454,5
mHSC-GM,mDC,native,scGPT_human,mlp,0.5223036,0.03778838184204241,0.6049836000000001,0.022424186608213936,5
mHSC-GM,mDC,strict,baseline,lr,0.596537,0.06535529316589438,0.6138612,0.07579879285160154,5
mHSC-GM,mDC,strict,baseline,mlp,0.6681904,0.02877953825619864,0.6929516,0.024300414618685026,5
mHSC-GM,mDC,strict,minus,lr,0.4733506,0.040230621524406,0.5369602,0.038149757301456096,5
mHSC-GM,mDC,strict,minus,mlp,0.5428918,0.015092293469184845,0.6061304,0.013073575526228462,5
mHSC-GM,mDC,strict,scGPT_human,lr,0.663342,0.028114361390577602,0.678004,0.0296553584567781,5
mHSC-GM,mDC,strict,scGPT_human,mlp,0.6942338,0.033299989341740034,0.6954702,0.03583817900172943,5
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,0.787037,0.008917317803016774,0.7779662,0.013366388538419791,5
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,0.8088676,0.01304039929756754,0.7824086,0.011261431873434206,5
mHSC-GM,mHSC-E,coverage_matched,minus,lr,0.7417893999999999,0.020940774021988767,0.7494986,0.017133797110973393,5
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,0.7857336,0.013341424610587887,0.7763568000000001,0.012625052513158135,5
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,0.810525,0.007475973862982693,0.7851826,0.009896315306213719,5
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,0.7954924,0.006790154625632614,0.7476157999999999,0.00658744664949933,5
mHSC-GM,mHSC-E,native,baseline,lr,0.787037,0.008917317803016774,0.7779662,0.013366388538419791,5
mHSC-GM,mHSC-E,native,baseline,mlp,0.8088676,0.01304039929756754,0.7824086,0.011261431873434206,5
mHSC-GM,mHSC-E,native,minus,lr,0.7417893999999999,0.020940774021988767,0.7494986,0.017133797110973393,5
mHSC-GM,mHSC-E,native,minus,mlp,0.7857336,0.013341424610587887,0.7763568000000001,0.012625052513158135,5
mHSC-GM,mHSC-E,native,scGPT_human,lr,0.810525,0.007475973862982693,0.7851826,0.009896315306213719,5
mHSC-GM,mHSC-E,native,scGPT_human,mlp,0.7954924,0.006790154625632614,0.7476157999999999,0.00658744664949933,5
mHSC-GM,mHSC-E,strict,baseline,lr,0.787037,0.008917317803016774,0.7779662,0.013366388538419791,5
mHSC-GM,mHSC-E,strict,baseline,mlp,0.8088676,0.01304039929756754,0.7824086,0.011261431873434206,5
mHSC-GM,mHSC-E,strict,minus,lr,0.7417893999999999,0.020940774021988767,0.7494986,0.017133797110973393,5
mHSC-GM,mHSC-E,strict,minus,mlp,0.7857336,0.013341424610587887,0.7763568000000001,0.012625052513158135,5
mHSC-GM,mHSC-E,strict,scGPT_human,lr,0.810525,0.007475973862982693,0.7851826,0.009896315306213719,5
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,0.7954924,0.006790154625632614,0.7476157999999999,0.00658744664949933,5
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,0.774283,0.0049397296282286335,0.7753559999999999,0.007575454125001336,5
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,0.807278,0.0067127846084914684,0.8136094,0.005355813051255624,5
mHSC-GM,mHSC-L,coverage_matched,minus,lr,0.8175146,0.005986156449676205,0.8153006,0.008238788809042276,5
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,0.8232916,0.004822264057473448,0.8224234,0.004514594847824121,5
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,0.8022074,0.004788357739350728,0.8190932,0.004676309630467184,5
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,0.8137138,0.004928973580777202,0.8358986,0.0036181228613743747,5
mHSC-GM,mHSC-L,native,baseline,lr,0.774283,0.0049397296282286335,0.7753559999999999,0.007575454125001336,5
mHSC-GM,mHSC-L,native,baseline,mlp,0.807278,0.0067127846084914684,0.8136094,0.005355813051255624,5
mHSC-GM,mHSC-L,native,minus,lr,0.8175146,0.005986156449676205,0.8153006,0.008238788809042276,5
mHSC-GM,mHSC-L,native,minus,mlp,0.8232916,0.004822264057473448,0.8224234,0.004514594847824121,5
mHSC-GM,mHSC-L,native,scGPT_human,lr,0.8022074,0.004788357739350728,0.8190932,0.004676309630467184,5
mHSC-GM,mHSC-L,native,scGPT_human,mlp,0.8137138,0.004928973580777202,0.8358986,0.0036181228613743747,5
mHSC-GM,mHSC-L,strict,baseline,lr,0.774283,0.0049397296282286335,0.7753559999999999,0.007575454125001336,5
mHSC-GM,mHSC-L,strict,baseline,mlp,0.807278,0.0067127846084914684,0.8136094,0.005355813051255624,5
mHSC-GM,mHSC-L,strict,minus,lr,0.8175146,0.005986156449676205,0.8153006,0.008238788809042276,5
mHSC-GM,mHSC-L,strict,minus,mlp,0.8232916,0.004822264057473448,0.8224234,0.004514594847824121,5
mHSC-GM,mHSC-L,strict,scGPT_human,lr,0.8022074,0.004788357739350728,0.8190932,0.004676309630467184,5
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,0.8137138,0.004928973580777202,0.8358986,0.0036181228613743747,5
mHSC-L,hESC,coverage_matched,baseline,lr,0.6537038,0.03530677859221938,0.6365152,0.026527018124169167,5
mHSC-L,hESC,coverage_matched,baseline,mlp,0.6873458,0.01703421885969534,0.6815066,0.024433379648341726,5
mHSC-L,hESC,coverage_matched,minus,lr,0.5307062,0.024275339869093495,0.4589164,0.025136025983436592,5
mHSC-L,hESC,coverage_matched,minus,mlp,0.603284,0.049747136681421195,0.525345,0.040129736729761896,5
mHSC-L,hESC,coverage_matched,scGPT_human,lr,0.5229628,0.04460789752229978,0.368982,0.060362137788517733,5
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,0.6740738,0.025255976761154982,0.4888516,0.03939287500348255,5
mHSC-L,hESC,native,baseline,lr,0.6562206,0.032279865108764,0.6687144,0.03137806498559147,5
mHSC-L,hESC,native,baseline,mlp,0.7604096,0.015246062502823466,0.7635602,0.012243397737556368,5
mHSC-L,hESC,native,minus,lr,0.6126178,0.023755803875263826,0.5768592,0.02057098025277359,5
mHSC-L,hESC,native,minus,mlp,0.6958524,0.010462316351554268,0.6745334,0.015542214817715021,5
mHSC-L,hESC,native,scGPT_human,lr,0.6580928,0.009992522232149392,0.6542252,0.014916131554796644,5
mHSC-L,hESC,native,scGPT_human,mlp,0.7434858,0.01547109184770099,0.7445352000000001,0.017408938708606016,5
mHSC-L,hESC,strict,baseline,lr,0.5737304,0.03185568109207524,0.4419666,0.04501175617813639,5
mHSC-L,hESC,strict,baseline,mlp,0.6520508,0.03318129556482087,0.5183188,0.04043733135804093,5
mHSC-L,hESC,strict,minus,lr,0.6177734,0.032996382193204166,0.46573760000000003,0.0492426209643638,5
mHSC-L,hESC,strict,minus,mlp,0.6810548,0.03269274133137202,0.5385426,0.023114838996627255,5
mHSC-L,hESC,strict,scGPT_human,lr,0.5929686,0.018489428099322074,0.523431,0.02632435388760756,5
mHSC-L,hESC,strict,scGPT_human,mlp,0.5858398,0.03613231288694372,0.5333498,0.04088889496868313,5
mHSC-L,hHep,coverage_matched,baseline,lr,0.6260498,0.030375141990779255,0.7353786,0.019910487724814796,5
mHSC-L,hHep,coverage_matched,baseline,mlp,0.6346925999999999,0.017349683197107675,0.762722,0.019789359160922837,5
mHSC-L,hHep,coverage_matched,minus,lr,0.4458954,0.06109429979826269,0.4303534,0.03576424225731617,5
mHSC-L,hHep,coverage_matched,minus,mlp,0.5812122000000001,0.043808248042577554,0.5194414,0.04021715658571601,5
mHSC-L,hHep,coverage_matched,scGPT_human,lr,0.4142196,0.06232107502474584,0.5600642,0.033385810922606014,5
mHSC-L,hHep,coverage_matched,scGPT_human,mlp,0.5491402,0.02004044856184612,0.636431,0.009188420865415348,5
mHSC-L,hHep,native,baseline,lr,0.624668,0.02324316579986471,0.623652,0.013038604035708699,5
mHSC-L,hHep,native,baseline,mlp,0.6908372,0.02843050312182321,0.6954192,0.02841359954247263,5
mHSC-L,hHep,native,minus,lr,0.4789618,0.024041178468619223,0.4987826,0.019554626282289312,5
mHSC-L,hHep,native,minus,mlp,0.573278,0.042926350261814704,0.5588978,0.029705137645868608,5
mHSC-L,hHep,native,scGPT_human,lr,0.665913,0.03836042385063023,0.6340361999999999,0.03592682685348096,5
mHSC-L,hHep,native,scGPT_human,mlp,0.7651994,0.006651700943367776,0.7218636,0.006601018424455407,5
mHSC-L,hHep,strict,baseline,lr,0.5695564,0.07608034037410716,0.5449332,0.058737375526661036,5
mHSC-L,hHep,strict,baseline,mlp,0.5450775999999999,0.04740234489811661,0.510869,0.03938490778458167,5
mHSC-L,hHep,strict,minus,lr,0.4046136,0.038854297206872744,0.4324592,0.016394580597258353,5
mHSC-L,hHep,strict,minus,mlp,0.4457538,0.07159956515063481,0.451705,0.031966920277061404,5
mHSC-L,hHep,strict,scGPT_human,lr,0.620335,0.07063130889626781,0.610727,0.06527757165213793,5
mHSC-L,hHep,strict,scGPT_human,mlp,0.5960034,0.05500988268520484,0.5479102,0.040629419535110255,5
mHSC-L,mDC,coverage_matched,baseline,lr,0.5945054,0.0681263103642051,0.6466004,0.06946228982289598,5
mHSC-L,mDC,coverage_matched,baseline,mlp,0.5423078,0.09974990392456524,0.596106,0.09776609392831444,5
mHSC-L,mDC,coverage_matched,minus,lr,0.24383960000000002,0.06026704769142088,0.632512,0.021395940895412833,5
mHSC-L,mDC,coverage_matched,minus,mlp,0.1696148,0.03613489344885356,0.5915532,0.013003527742885787,5
mHSC-L,mDC,coverage_matched,scGPT_human,lr,0.6274303999999999,0.05318655841695342,0.7433186,0.05062116316956771,5
mHSC-L,mDC,coverage_matched,scGPT_human,mlp,0.6124999999999999,0.08670412162521458,0.7352894,0.06649873508150363,5
mHSC-L,mDC,native,baseline,lr,0.6020174,0.026775985715562334,0.6761818,0.03256872498210516,5
mHSC-L,mDC,native,baseline,mlp,0.5438838,0.028702136390171388,0.6006828,0.025618335468175903,5
mHSC-L,mDC,native,minus,lr,0.526849,0.060957941428496434,0.594602,0.047554909685541415,5
mHSC-L,mDC,native,minus,mlp,0.4827616,0.03659636345103158,0.5676258,0.0338162146101541,5
