train_dataset,test_dataset,side,compare_protocol,metric,delta_abs,delta_pct
hESC,mHSC-L,test,strict,mean_train_node_freq,0.18648571844028838,8.504548852831384
hESC,mHSC-L,test,strict,mean_test_node_freq,0.04861052163842494,8.85552043007573
hESC,mHSC-L,test,strict,tf_proxy_fraction,0.006342020787000781,12.032152584740126
hESC,mHSC-L,test,strict,pos_edge_ratio,0.001770891281851865,8.797641235200413
hESC,mHSC-L,test,strict,hub_fraction,0.005420032196895602,10.66536914116399
hESC,mHSC-L,test,coverage_matched,n_genes,-1917.0,-40.25619487610248
hESC,mHSC-L,test,coverage_matched,mean_degree,0.23509624007871333,8.574818437919982
hESC,mHSC-L,test,coverage_matched,mean_train_node_freq,0.18648571844028838,8.504548852831384
hESC,mHSC-L,test,coverage_matched,mean_test_node_freq,0.04861052163842494,8.85552043007573
hESC,mHSC-L,test,coverage_matched,tf_proxy_fraction,0.006342020787000781,12.032152584740126
hESC,mHSC-L,test,coverage_matched,pos_edge_ratio,0.001770891281851865,8.797641235200413
hESC,mHSC-L,test,coverage_matched,hub_fraction,0.005420032196895602,10.66536914116399
hESC,mHSC-L,test,topology_matched,n_genes,-1917.0,-40.25619487610248
hESC,mHSC-L,test,topology_matched,mean_degree,0.23509624007871333,8.574818437919982
hESC,mHSC-L,test,topology_matched,mean_train_node_freq,0.18648571844028838,8.504548852831384
hESC,mHSC-L,test,topology_matched,mean_test_node_freq,0.04861052163842494,8.85552043007573
hESC,mHSC-L,test,topology_matched,tf_proxy_fraction,0.006342020787000781,12.032152584740126
hESC,mHSC-L,test,topology_matched,pos_edge_ratio,0.001770891281851865,8.797641235200413
hESC,mHSC-L,test,topology_matched,hub_fraction,0.005420032196895602,10.66536914116399
hHep,hESC,train,strict,n_genes,-3201.0,-27.798523664785062
hHep,hESC,train,strict,mean_degree,0.0469539631554412,4.1411985733372045
hHep,hESC,train,strict,mean_train_node_freq,0.038215280379703676,4.214220968897604
hHep,hESC,train,strict,mean_test_node_freq,0.0087386827757375,3.849500082732108
hHep,hESC,train,strict,tf_proxy_fraction,0.001489580011471165,6.972566598410758
hHep,hESC,train,strict,pos_edge_ratio,0.00021099599275943917,2.3702089776003223
hHep,hESC,train,strict,hub_fraction,0.0,0.0
hHep,hESC,train,coverage_matched,n_genes,-3201.0,-27.798523664785062
hHep,hESC,train,coverage_matched,mean_degree,0.0469539631554412,4.1411985733372045
hHep,hESC,train,coverage_matched,mean_train_node_freq,0.038215280379703676,4.214220968897604
hHep,hESC,train,coverage_matched,mean_test_node_freq,0.0087386827757375,3.849500082732108
hHep,hESC,train,coverage_matched,tf_proxy_fraction,0.001489580011471165,6.972566598410758
hHep,hESC,train,coverage_matched,pos_edge_ratio,0.00021099599275943917,2.3702089776003223
hHep,hESC,train,coverage_matched,hub_fraction,0.0,0.0
hHep,hESC,train,topology_matched,n_genes,-3201.0,-27.798523664785062
hHep,hESC,train,topology_matched,mean_degree,0.0469539631554412,4.1411985733372045
hHep,hESC,train,topology_matched,mean_train_node_freq,0.038215280379703676,4.214220968897604
hHep,hESC,train,topology_matched,mean_test_node_freq,0.0087386827757375,3.849500082732108
hHep,hESC,train,topology_matched,tf_proxy_fraction,0.001489580011471165,6.972566598410758
hHep,hESC,train,topology_matched,pos_edge_ratio,0.00021099599275943917,2.3702089776003223
hHep,hESC,train,topology_matched,hub_fraction,0.0,0.0
hHep,hESC,test,strict,n_genes,-5662.0,-40.51230681167716
hHep,hESC,test,strict,mean_degree,0.2782399299173165,29.78462975279117
hHep,hESC,test,strict,mean_train_node_freq,0.22435591499582985,30.02871354129207
hHep,hESC,test,strict,mean_test_node_freq,0.053884014921486784,28.809601857027516
hHep,hESC,test,strict,tf_proxy_fraction,0.005829988079499564,32.854803789954
hHep,hESC,test,strict,pos_edge_ratio,0.0004388096911869298,6.680658011889013
hHep,hESC,test,strict,hub_fraction,0.0,0.0
hHep,hESC,test,coverage_matched,n_genes,-5662.0,-40.51230681167716
hHep,hESC,test,coverage_matched,mean_degree,0.2782399299173165,29.78462975279117
hHep,hESC,test,coverage_matched,mean_train_node_freq,0.22435591499582985,30.02871354129207
hHep,hESC,test,coverage_matched,mean_test_node_freq,0.053884014921486784,28.809601857027516
hHep,hESC,test,coverage_matched,tf_proxy_fraction,0.005829988079499564,32.854803789954
hHep,hESC,test,coverage_matched,pos_edge_ratio,0.0004388096911869298,6.680658011889013
hHep,hESC,test,coverage_matched,hub_fraction,0.0,0.0
hHep,hESC,test,topology_matched,n_genes,-5662.0,-40.51230681167716
hHep,hESC,test,topology_matched,mean_degree,0.2782399299173165,29.78462975279117
hHep,hESC,test,topology_matched,mean_train_node_freq,0.22435591499582985,30.02871354129207
hHep,hESC,test,topology_matched,mean_test_node_freq,0.053884014921486784,28.809601857027516
hHep,hESC,test,topology_matched,tf_proxy_fraction,0.005829988079499564,32.854803789954
hHep,hESC,test,topology_matched,pos_edge_ratio,0.0004388096911869298,6.680658011889013
hHep,hESC,test,topology_matched,hub_fraction,0.0,0.0
hHep,mDC,train,strict,n_genes,-6050.0,-52.54016500217108
hHep,mDC,train,strict,mean_degree,-0.15248967197009022,-13.449131224996853
hHep,mDC,train,strict,mean_train_node_freq,-0.12218773476181077,-13.474351329077294
hHep,mDC,train,strict,mean_test_node_freq,-0.03030193720827959,-13.348385881918112
hHep,mDC,train,strict,tf_proxy_fraction,-0.0008693859276594947,-4.069503641056537
hHep,mDC,train,strict,pos_edge_ratio,-0.0021691492676305804,-24.366989157727318
hHep,mDC,train,strict,hub_fraction,0.0,0.0
hHep,mDC,train,coverage_matched,n_genes,-6050.0,-52.54016500217108
hHep,mDC,train,coverage_matched,mean_degree,-0.15248967197009022,-13.449131224996853
hHep,mDC,train,coverage_matched,mean_train_node_freq,-0.12218773476181077,-13.474351329077294
hHep,mDC,train,coverage_matched,mean_test_node_freq,-0.03030193720827959,-13.348385881918112
hHep,mDC,train,coverage_matched,tf_proxy_fraction,-0.0008693859276594947,-4.069503641056537
hHep,mDC,train,coverage_matched,pos_edge_ratio,-0.0021691492676305804,-24.366989157727318
hHep,mDC,train,coverage_matched,hub_fraction,0.0,0.0
hHep,mDC,train,topology_matched,n_genes,-6050.0,-52.54016500217108
hHep,mDC,train,topology_matched,mean_degree,-0.15248967197009022,-13.449131224996853
hHep,mDC,train,topology_matched,mean_train_node_freq,-0.12218773476181077,-13.474351329077294
hHep,mDC,train,topology_matched,mean_test_node_freq,-0.03030193720827959,-13.348385881918112
hHep,mDC,train,topology_matched,tf_proxy_fraction,-0.0008693859276594947,-4.069503641056537
hHep,mDC,train,topology_matched,pos_edge_ratio,-0.0021691492676305804,-24.366989157727318
hHep,mDC,train,topology_matched,hub_fraction,0.0,0.0
hHep,mDC,test,strict,n_genes,-1906.0,-25.85809252475919
hHep,mDC,test,strict,mean_degree,-0.718566777670163,-40.5679819102847
hHep,mDC,test,strict,mean_train_node_freq,-0.5738148176696515,-40.50554511628999
hHep,mDC,test,strict,mean_test_node_freq,-0.1447519600005114,-40.81739468874405
hHep,mDC,test,strict,tf_proxy_fraction,-0.01215433048308925,-37.020483467293744
hHep,mDC,test,strict,pos_edge_ratio,-0.003977243450007783,-27.00481604319204
hHep,mDC,test,strict,hub_fraction,0.0,0.0
hHep,mDC,test,coverage_matched,n_genes,-1906.0,-25.85809252475919
hHep,mDC,test,coverage_matched,mean_degree,-0.718566777670163,-40.5679819102847
hHep,mDC,test,coverage_matched,mean_train_node_freq,-0.5738148176696515,-40.50554511628999
hHep,mDC,test,coverage_matched,mean_test_node_freq,-0.1447519600005114,-40.81739468874405
hHep,mDC,test,coverage_matched,tf_proxy_fraction,-0.01215433048308925,-37.020483467293744
hHep,mDC,test,coverage_matched,pos_edge_ratio,-0.003977243450007783,-27.00481604319204
hHep,mDC,test,coverage_matched,hub_fraction,0.0,0.0
hHep,mDC,test,topology_matched,n_genes,-1906.0,-25.85809252475919
hHep,mDC,test,topology_matched,mean_degree,-0.718566777670163,-40.5679819102847
hHep,mDC,test,topology_matched,mean_train_node_freq,-0.5738148176696515,-40.50554511628999
hHep,mDC,test,topology_matched,mean_test_node_freq,-0.1447519600005114,-40.81739468874405
hHep,mDC,test,topology_matched,tf_proxy_fraction,-0.01215433048308925,-37.020483467293744
hHep,mDC,test,topology_matched,pos_edge_ratio,-0.003977243450007783,-27.00481604319204
hHep,mDC,test,topology_matched,hub_fraction,0.0,0.0
