train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
hESC,hHep,hESC->hHep,native,minus,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.563580,0.572488,0.452830,0.516667,0.500000,1.000000,0.435713
hESC,hHep,hESC->hHep,native,minus,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.538765,0.603128,0.526316,0.550000,0.500000,1.000000,0.423183
hESC,hHep,hESC->hHep,native,minus,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.541235,0.573381,0.509554,0.572222,0.500000,1.000000,0.399695
hESC,hHep,hESC->hHep,native,minus,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.606173,0.634166,0.480000,0.566667,0.500000,1.000000,0.399071
hESC,hHep,hESC->hHep,native,minus,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.523457,0.574909,0.512500,0.566667,0.500000,1.000000,0.403330
hESC,hHep,hESC->hHep,native,minus,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.599630,0.624514,0.516129,0.583333,0.500000,1.000000,0.353738
hESC,hHep,hESC->hHep,native,minus,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.565432,0.607045,0.526316,0.600000,0.500000,1.000000,0.353429
hESC,hHep,hESC->hHep,native,minus,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.593210,0.651489,0.545455,0.583333,0.500000,1.000000,0.349381
hESC,hHep,hESC->hHep,native,minus,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.578889,0.591759,0.503226,0.572222,0.500000,1.000000,0.369586
hESC,hHep,hESC->hHep,native,minus,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.625185,0.665578,0.609756,0.644444,0.500000,1.000000,0.314553
hESC,hHep,hESC->hHep,native,baseline,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.686296,0.688405,0.575163,0.638889,0.500000,1.000000,0.322439
hESC,hHep,hESC->hHep,native,baseline,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.687284,0.712368,0.619048,0.644444,0.500000,1.000000,0.325164
hESC,hHep,hESC->hHep,native,baseline,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.699136,0.716963,0.594937,0.644444,0.500000,1.000000,0.324100
hESC,hHep,hESC->hHep,native,baseline,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.646667,0.689171,0.517483,0.616667,0.500000,1.000000,0.352970
hESC,hHep,hESC->hHep,native,baseline,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.688889,0.744480,0.598802,0.627778,0.500000,1.000000,0.336211
hESC,hHep,hESC->hHep,native,baseline,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.663827,0.679779,0.600000,0.644444,0.500000,1.000000,0.316279
hESC,hHep,hESC->hHep,native,baseline,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.677654,0.744683,0.573248,0.627778,0.500000,1.000000,0.311734
hESC,hHep,hESC->hHep,native,baseline,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.653457,0.716033,0.538462,0.600000,0.500000,1.000000,0.333245
hESC,hHep,hESC->hHep,native,baseline,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.649506,0.737697,0.610390,0.666667,0.500000,1.000000,0.275214
hESC,hHep,hESC->hHep,native,baseline,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.687531,0.744201,0.589744,0.644444,0.500000,1.000000,0.300529
hESC,hHep,hESC->hHep,native,scGPT_human,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.685432,0.696747,0.552941,0.577778,0.500000,1.000000,0.334000
hESC,hHep,hESC->hHep,native,scGPT_human,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.659753,0.674335,0.630952,0.655556,0.500000,1.000000,0.318439
hESC,hHep,hESC->hHep,native,scGPT_human,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.667037,0.641594,0.591195,0.638889,0.500000,1.000000,0.334788
hESC,hHep,hESC->hHep,native,scGPT_human,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.670000,0.678773,0.602564,0.655556,0.500000,1.000000,0.320836
hESC,hHep,hESC->hHep,native,scGPT_human,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.688889,0.710970,0.552147,0.594444,0.500000,1.000000,0.339442
hESC,hHep,hESC->hHep,native,scGPT_human,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.666667,0.686750,0.543046,0.616667,0.500000,1.000000,0.299006
hESC,hHep,hESC->hHep,native,scGPT_human,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.675185,0.663389,0.654545,0.683333,0.500000,1.000000,0.299349
hESC,hHep,hESC->hHep,native,scGPT_human,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.673086,0.685335,0.634146,0.666667,0.500000,1.000000,0.291010
hESC,hHep,hESC->hHep,native,scGPT_human,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.691728,0.755129,0.625850,0.694444,0.500000,1.000000,0.264807
hESC,hHep,hESC->hHep,native,scGPT_human,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.686049,0.732253,0.650888,0.672222,0.500000,1.000000,0.285101
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.480741,0.503392,0.459627,0.516667,0.500000,1.000000,0.454458
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.443333,0.504320,0.422360,0.483333,0.500000,1.000000,0.481960
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.476420,0.529028,0.394558,0.505556,0.500000,1.000000,0.451748
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.500741,0.520796,0.471338,0.538889,0.500000,1.000000,0.421492
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.470988,0.507634,0.437500,0.500000,0.500000,1.000000,0.474088
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.545309,0.559821,0.522293,0.583333,0.500000,1.000000,0.360842
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.523827,0.570247,0.472973,0.566667,0.500000,1.000000,0.394084
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.516296,0.546056,0.509091,0.550000,0.500000,1.000000,0.394352
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.501235,0.528948,0.452055,0.555556,0.500000,1.000000,0.420666
hESC,hHep,hESC->hHep,native,v4_bias_rec_best,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.539877,0.570774,0.538462,0.600000,0.500000,1.000000,0.359001
hESC,hHep,hESC->hHep,native,v4_plain_best,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.625679,0.600597,0.483221,0.572222,0.500000,1.000000,0.372856
hESC,hHep,hESC->hHep,native,v4_plain_best,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.576173,0.575597,0.500000,0.577778,0.500000,1.000000,0.377558
hESC,hHep,hESC->hHep,native,v4_plain_best,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.662222,0.639767,0.482270,0.594444,0.500000,1.000000,0.368614
hESC,hHep,hESC->hHep,native,v4_plain_best,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.672469,0.661750,0.540541,0.622222,0.500000,1.000000,0.344044
hESC,hHep,hESC->hHep,native,v4_plain_best,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.614938,0.584576,0.503311,0.583333,0.500000,1.000000,0.371901
hESC,hHep,hESC->hHep,native,v4_plain_best,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.701605,0.662491,0.670968,0.716667,0.500000,1.000000,0.259615
hESC,hHep,hESC->hHep,native,v4_plain_best,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.659506,0.624025,0.578947,0.644444,0.500000,1.000000,0.302254
hESC,hHep,hESC->hHep,native,v4_plain_best,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.681481,0.656788,0.636364,0.688889,0.500000,1.000000,0.283609
hESC,hHep,hESC->hHep,native,v4_plain_best,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.691358,0.704857,0.638037,0.672222,0.500000,1.000000,0.284806
hESC,hHep,hESC->hHep,native,v4_plain_best,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.669877,0.641539,0.610390,0.666667,0.500000,1.000000,0.295141
hESC,hHep,hESC->hHep,native,v4_type_pe_best,lr,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.762469,0.774121,0.712766,0.700000,0.500000,1.000000,0.275137
hESC,hHep,hESC->hHep,native,v4_type_pe_best,lr,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.681852,0.719064,0.640884,0.638889,0.500000,1.000000,0.326444
hESC,hHep,hESC->hHep,native,v4_type_pe_best,lr,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.784198,0.782781,0.628931,0.672222,0.500000,1.000000,0.276193
hESC,hHep,hESC->hHep,native,v4_type_pe_best,lr,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.759383,0.760478,0.666667,0.672222,0.500000,1.000000,0.283442
hESC,hHep,hESC->hHep,native,v4_type_pe_best,lr,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.776173,0.773031,0.688889,0.688889,0.500000,1.000000,0.261374
hESC,hHep,hESC->hHep,native,v4_type_pe_best,mlp,0,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.723580,0.742565,0.604938,0.644444,0.500000,1.000000,0.305040
hESC,hHep,hESC->hHep,native,v4_type_pe_best,mlp,1,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.725432,0.754853,0.606452,0.661111,0.500000,1.000000,0.295783
hESC,hHep,hESC->hHep,native,v4_type_pe_best,mlp,2,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.690741,0.726756,0.584416,0.644444,0.500000,1.000000,0.305173
hESC,hHep,hESC->hHep,native,v4_type_pe_best,mlp,3,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.714444,0.764040,0.625000,0.666667,0.500000,1.000000,0.279161
hESC,hHep,hESC->hHep,native,v4_type_pe_best,mlp,4,11515,1.0,2342,180,1561,704,0.11169147109330281,0.061137646547980894,mean_embedding,0.727778,0.746785,0.614458,0.644444,0.500000,1.000000,0.288637
hESC,hHep,hESC->hHep,strict,minus,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.616722,0.612778,0.521739,0.585842,0.485075,1.000000,0.366228
hESC,hHep,hESC->hHep,strict,minus,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.565217,0.576850,0.458716,0.554627,0.485075,1.000000,0.389087
hESC,hHep,hESC->hHep,strict,minus,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.619621,0.643346,0.525424,0.579041,0.485075,1.000000,0.362781
hESC,hHep,hESC->hHep,strict,minus,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.551171,0.543605,0.414414,0.510256,0.485075,1.000000,0.444488
hESC,hHep,hESC->hHep,strict,minus,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.573913,0.603045,0.464286,0.547826,0.485075,1.000000,0.397921
hESC,hHep,hESC->hHep,strict,minus,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.589967,0.581709,0.457143,0.568673,0.485075,1.000000,0.366717
hESC,hHep,hESC->hHep,strict,minus,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.603790,0.597748,0.475248,0.597659,0.485075,1.000000,0.345498
hESC,hHep,hESC->hHep,strict,minus,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.592196,0.590270,0.490909,0.577258,0.485075,1.000000,0.342303
hESC,hHep,hESC->hHep,strict,minus,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.567670,0.556497,0.440000,0.575028,0.485075,1.000000,0.368939
hESC,hHep,hESC->hHep,strict,minus,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.602899,0.570314,0.485981,0.584058,0.485075,1.000000,0.355602
hESC,hHep,hESC->hHep,strict,baseline,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.614493,0.666190,0.523364,0.613935,0.485075,1.000000,0.329718
hESC,hHep,hESC->hHep,strict,baseline,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.621405,0.651705,0.527273,0.607135,0.485075,1.000000,0.342656
hESC,hHep,hESC->hHep,strict,baseline,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.629431,0.649985,0.550459,0.629320,0.485075,1.000000,0.329929
hESC,hHep,hESC->hHep,strict,baseline,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.589744,0.580634,0.450980,0.575474,0.485075,1.000000,0.366286
hESC,hHep,hESC->hHep,strict,baseline,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.601338,0.594800,0.500000,0.591750,0.485075,1.000000,0.349782
hESC,hHep,hESC->hHep,strict,baseline,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.591973,0.572430,0.450980,0.575474,0.485075,1.000000,0.369577
hESC,hHep,hESC->hHep,strict,baseline,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.646600,0.656189,0.584071,0.645151,0.485075,1.000000,0.307603
hESC,hHep,hESC->hHep,strict,baseline,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.586399,0.589600,0.490196,0.605351,0.485075,1.000000,0.340466
hESC,hHep,hESC->hHep,strict,baseline,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.626310,0.641085,0.549020,0.650167,0.485075,1.000000,0.315408
hESC,hHep,hESC->hHep,strict,baseline,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.629208,0.634593,0.607143,0.667336,0.485075,1.000000,0.293502
hESC,hHep,hESC->hHep,strict,scGPT_human,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.649498,0.612432,0.513761,0.599443,0.485075,1.000000,0.330289
hESC,hHep,hESC->hHep,strict,scGPT_human,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.637012,0.650263,0.547170,0.636120,0.485075,1.000000,0.320967
hESC,hHep,hESC->hHep,strict,scGPT_human,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.624749,0.594433,0.513761,0.599443,0.485075,1.000000,0.348329
hESC,hHep,hESC->hHep,strict,scGPT_human,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.643701,0.623053,0.486486,0.570011,0.485075,1.000000,0.343851
hESC,hHep,hESC->hHep,strict,scGPT_human,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.641249,0.617529,0.526316,0.593088,0.485075,1.000000,0.331736
hESC,hHep,hESC->hHep,strict,scGPT_human,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.662207,0.652227,0.495050,0.612598,0.485075,1.000000,0.333861
hESC,hHep,hESC->hHep,strict,scGPT_human,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.631215,0.583136,0.540541,0.614827,0.485075,1.000000,0.322166
hESC,hHep,hESC->hHep,strict,scGPT_human,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.637681,0.599009,0.500000,0.605797,0.485075,1.000000,0.349699
hESC,hHep,hESC->hHep,strict,scGPT_human,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.651059,0.635888,0.520000,0.634783,0.485075,1.000000,0.310226
hESC,hHep,hESC->hHep,strict,scGPT_human,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.681605,0.694103,0.644628,0.676812,0.485075,1.000000,0.270347
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.408919,0.417710,0.285714,0.470011,0.485075,1.000000,0.496187
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.400446,0.420471,0.231579,0.446934,0.485075,1.000000,0.497513
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.357637,0.396217,0.271845,0.433779,0.485075,1.000000,0.529219
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.389075,0.407846,0.271845,0.433779,0.485075,1.000000,0.524253
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.479153,0.459944,0.330097,0.478595,0.485075,1.000000,0.466185
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.452620,0.451919,0.297872,0.498997,0.485075,1.000000,0.467258
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.415608,0.424489,0.177778,0.438350,0.485075,1.000000,0.506847
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.473802,0.466123,0.312500,0.499443,0.485075,1.000000,0.428481
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.408919,0.425319,0.215054,0.446488,0.485075,1.000000,0.500704
hESC,hHep,hESC->hHep,strict,v4_bias_rec_best,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.485619,0.465521,0.349515,0.493534,0.485075,1.000000,0.449493
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.647269,0.596906,0.560748,0.643813,0.485075,1.000000,0.321149
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.676923,0.616023,0.458333,0.604013,0.485075,1.000000,0.346645
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.670011,0.619152,0.421053,0.581382,0.485075,1.000000,0.349690
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.635897,0.572884,0.444444,0.582274,0.485075,1.000000,0.359789
hESC,hHep,hESC->hHep,strict,v4_plain_best,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.666444,0.630196,0.408602,0.580936,0.485075,1.000000,0.345183
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.661761,0.610749,0.413043,0.588183,0.485075,1.000000,0.336387
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.623857,0.567528,0.355556,0.557860,0.485075,1.000000,0.356225
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.615385,0.564347,0.314607,0.535229,0.485075,1.000000,0.388381
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.623857,0.590684,0.450980,0.575474,0.485075,1.000000,0.329117
hESC,hHep,hESC->hHep,strict,v4_plain_best,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.615831,0.569069,0.359551,0.565106,0.485075,1.000000,0.369712
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.622297,0.650685,0.508772,0.578149,0.485075,1.000000,0.357377
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.648606,0.680018,0.563636,0.637012,0.485075,1.000000,0.324938
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.611148,0.643585,0.525424,0.579041,0.485075,1.000000,0.374162
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.642586,0.652979,0.495413,0.584504,0.485075,1.000000,0.349383
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,lr,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.642140,0.647414,0.573913,0.630658,0.485075,1.000000,0.316315
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,0,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.580602,0.612318,0.412371,0.566890,0.485075,1.000000,0.346924
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,1,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.637681,0.630472,0.555556,0.636566,0.485075,1.000000,0.320804
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,2,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.624526,0.647427,0.543689,0.642921,0.485075,1.000000,0.292985
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,3,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.633668,0.644679,0.563636,0.637012,0.485075,1.000000,0.298794
hESC,hHep,hESC->hHep,strict,v4_type_pe_best,mlp,4,8314,0.7220147633521494,1448,134,513,513,0.061703151311041614,0.061703151311041614,mean_embedding,0.661315,0.675365,0.589286,0.652397,0.485075,1.000000,0.281812
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,0,8314,0.7220147633521494,906,82,938,503,0.1128217464517681,0.06050036083714217,mean_embedding,0.496875,0.470824,0.459016,0.568750,0.390244,1.000000,0.356271
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,1,8314,0.7220147633521494,906,82,938,503,0.1128217464517681,0.06050036083714217,mean_embedding,0.524375,0.468386,0.423077,0.581875,0.390244,1.000000,0.333505
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,2,8314,0.7220147633521494,906,82,938,503,0.1128217464517681,0.06050036083714217,mean_embedding,0.579375,0.564210,0.492308,0.580000,0.390244,1.000000,0.384993
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,3,8314,0.7220147633521494,906,82,938,503,0.1128217464517681,0.06050036083714217,mean_embedding,0.524375,0.499245,0.533333,0.630000,0.390244,1.000000,0.339480
hESC,hHep,hESC->hHep,coverage_matched,minus,lr,4,8314,0.7220147633521494,906,82,938,503,0.1128217464517681,0.06050036083714217,mean_embedding,0.524375,0.493231,0.370370,0.536250,0.390244,1.000000,0.370642
