train_dataset,test_dataset,direction,protocol,side,n_genes,canonical_over_raw_ratio,mean_degree,median_degree,mean_train_node_freq,median_train_node_freq,mean_test_node_freq,median_test_node_freq,tf_proxy_fraction,pos_edge_ratio,hub_fraction
mESC,hHep,mESC->hHep,native,train,16749,2670.0,0.7795092244313093,0.0,0.6234402053853961,0.0,0.1560690190459132,0.0,0.014806854140545705,0.006134548912084501,1.0
mESC,hHep,mESC->hHep,native,test,11515,2670.0,1.1338254450716456,0.0,0.9068171949630917,0.0,0.22700825010855405,0.0,0.021363438992618323,0.008901999560100328,1.0
mESC,hHep,mESC->hHep,strict,train,8010,2670.0,0.8124843945068664,0.0,0.6473158551810237,0.0,0.1651685393258427,0.0,0.0149812734082397,0.00934529498745547,1.0
mESC,hHep,mESC->hHep,strict,test,8010,2670.0,1.017478152309613,0.0,0.8086142322097378,0.0,0.20886392009987514,0.0,0.020599250936329586,0.007351245560372066,1.0
mESC,hHep,mESC->hHep,coverage_matched,train,8010,2670.0,0.8124843945068664,0.0,0.6473158551810237,0.0,0.1651685393258427,0.0,0.0149812734082397,0.00934529498745547,1.0
mESC,hHep,mESC->hHep,coverage_matched,test,8010,2670.0,1.017478152309613,0.0,0.8086142322097378,0.0,0.20886392009987514,0.0,0.020599250936329586,0.007351245560372066,1.0
mESC,hHep,mESC->hHep,topology_matched,train,8010,2670.0,0.8124843945068664,0.0,0.6473158551810237,0.0,0.1651685393258427,0.0,0.0149812734082397,0.00934529498745547,1.0
mESC,hHep,mESC->hHep,topology_matched,test,8010,2670.0,1.017478152309613,0.0,0.8086142322097378,0.0,0.20886392009987514,0.0,0.020599250936329586,0.007351245560372066,1.0
mESC,mDC,mESC->mDC,native,train,16749,287.3888888888889,0.7795092244313093,0.0,0.6234402053853961,0.0,0.1560690190459132,0.0,0.014806854140545705,0.006134548912084501,1.0
mESC,mDC,mESC->mDC,native,test,7371,287.3888888888889,1.7712657712657713,0.0,1.4166327499660833,0.0,0.354633021299688,0.0,0.0328313661646995,0.014727904251028783,1.0
mESC,mDC,mESC->mDC,strict,train,5173,287.3888888888889,0.5785810941426638,0.0,0.4616276821960178,0.0,0.11695341194664605,0.0,0.010632128358786004,0.0067222467734687,1.0
mESC,mDC,mESC->mDC,strict,test,5173,287.3888888888889,1.4363038855596366,0.0,1.1494297312971196,0.0,0.2868741542625169,0.0,0.02725691088343321,0.015888980734322367,1.0
mESC,mDC,mESC->mDC,coverage_matched,train,5173,287.3888888888889,0.5785810941426638,0.0,0.4616276821960178,0.0,0.11695341194664605,0.0,0.010632128358786004,0.0067222467734687,1.0
