dataset,embedding,clf,coverage,auroc,auprc
mHSC-E_STRING_1000,v4_plain_best,mlp,917/1000,0.88525121456245,0.5571197008146214
mHSC-E_STRING_1000,v4_type_pe_best,lr,917/1000,0.9002761207797797,0.48140194631417266
mHSC-E_STRING_1000,v4_type_pe_best,mlp,917/1000,0.9089420494844515,0.5608577890230678
mHSC-GM_Specific_500,minus,lr,449/500,0.7660830384952673,0.8009234943343202
mHSC-GM_Specific_500,minus,mlp,449/500,0.7915963591278843,0.8276363633868943
mHSC-GM_Specific_500,baseline,lr,449/500,0.7525477032870664,0.7820637630239766
mHSC-GM_Specific_500,baseline,mlp,449/500,0.7683721914784238,0.7984151686649189
mHSC-GM_Specific_500,scGPT_human,lr,449/500,0.7337445946354592,0.7579843864889325
mHSC-GM_Specific_500,scGPT_human,mlp,449/500,0.7882518370679488,0.8310442181300202
mHSC-GM_Specific_500,v4_bias_rec_best,lr,449/500,0.7705645770963742,0.7834817088674414
mHSC-GM_Specific_500,v4_bias_rec_best,mlp,449/500,0.7821494450996401,0.8145550708224987
mHSC-GM_Specific_500,v4_plain_best,lr,449/500,0.7461489612628142,0.7726913664562479
mHSC-GM_Specific_500,v4_plain_best,mlp,449/500,0.7658804318243673,0.800888464472951
mHSC-GM_Specific_500,v4_type_pe_best,lr,449/500,0.7510205933049079,0.7885794881475883
mHSC-GM_Specific_500,v4_type_pe_best,mlp,449/500,0.7725150443013094,0.8107836608059569
mHSC-GM_Specific_1000,minus,lr,895/1000,0.8692042027112128,0.852542191082623
mHSC-GM_Specific_1000,minus,mlp,895/1000,0.870568260912797,0.8615683911786418
mHSC-GM_Specific_1000,baseline,lr,895/1000,0.8683570315866228,0.8543992500853237
mHSC-GM_Specific_1000,baseline,mlp,895/1000,0.8677287792913725,0.8595251417533344
mHSC-GM_Specific_1000,scGPT_human,lr,895/1000,0.8643329687448214,0.8460081639004378
mHSC-GM_Specific_1000,scGPT_human,mlp,895/1000,0.874681647940075,0.8668651316260526
mHSC-GM_Specific_1000,v4_bias_rec_best,lr,895/1000,0.8627612608133639,0.8465046572235451
mHSC-GM_Specific_1000,v4_bias_rec_best,mlp,895/1000,0.8745747572171954,0.8613085993939115
mHSC-GM_Specific_1000,v4_plain_best,lr,895/1000,0.8692280666865534,0.8494887668354375
mHSC-GM_Specific_1000,v4_plain_best,mlp,895/1000,0.8741372510026184,0.8591580036402755
mHSC-GM_Specific_1000,v4_type_pe_best,lr,895/1000,0.8662669450797122,0.8483005367841576
mHSC-GM_Specific_1000,v4_type_pe_best,mlp,895/1000,0.8749799476318318,0.857653289240893
mHSC-GM_Non-Specific_500,minus,lr,449/500,0.7840176812057305,0.191436552877077
mHSC-GM_Non-Specific_500,minus,mlp,449/500,0.8330271076316769,0.1862631355000402
mHSC-GM_Non-Specific_500,baseline,lr,449/500,0.7901688235607393,0.20401855635030647
mHSC-GM_Non-Specific_500,baseline,mlp,449/500,0.7490546945731479,0.09416475112990792
mHSC-GM_Non-Specific_500,scGPT_human,lr,449/500,0.799155882196304,0.2566405422931316
mHSC-GM_Non-Specific_500,scGPT_human,mlp,449/500,0.7960869680992704,0.2832415597766582
mHSC-GM_Non-Specific_500,v4_bias_rec_best,lr,449/500,0.8114581669063214,0.1632507915421252
mHSC-GM_Non-Specific_500,v4_bias_rec_best,mlp,449/500,0.7611306385471587,0.11007813395506144
mHSC-GM_Non-Specific_500,v4_plain_best,lr,449/500,0.7979043510677957,0.20921386522670818
mHSC-GM_Non-Specific_500,v4_plain_best,mlp,449/500,0.7391023592693189,0.06697401504971609
mHSC-GM_Non-Specific_500,v4_type_pe_best,lr,449/500,0.7735660648665921,0.19368248757565598
mHSC-GM_Non-Specific_500,v4_type_pe_best,mlp,449/500,0.750659050966608,0.09976430539561491
mHSC-GM_Non-Specific_1000,minus,lr,895/1000,0.8188704827966432,0.22695829892927386
mHSC-GM_Non-Specific_1000,minus,mlp,895/1000,0.8521960163346946,0.2823124859044994
mHSC-GM_Non-Specific_1000,baseline,lr,895/1000,0.8385509689910057,0.20542328461076942
mHSC-GM_Non-Specific_1000,baseline,mlp,895/1000,0.8459765877925723,0.2552449877613779
mHSC-GM_Non-Specific_1000,scGPT_human,lr,895/1000,0.8174408764832968,0.18026694517579536
mHSC-GM_Non-Specific_1000,scGPT_human,mlp,895/1000,0.850994954707764,0.30113736694010024
mHSC-GM_Non-Specific_1000,v4_bias_rec_best,lr,895/1000,0.8526232955310378,0.23509337166368366
mHSC-GM_Non-Specific_1000,v4_bias_rec_best,mlp,895/1000,0.8653410220082443,0.2378463375752097
mHSC-GM_Non-Specific_1000,v4_plain_best,lr,895/1000,0.8291707001224461,0.21137979428645837
mHSC-GM_Non-Specific_1000,v4_plain_best,mlp,895/1000,0.8397837640316181,0.28619414369106855
mHSC-GM_Non-Specific_1000,v4_type_pe_best,lr,895/1000,0.8512622846775695,0.23525228579595003
mHSC-GM_Non-Specific_1000,v4_type_pe_best,mlp,895/1000,0.8479472648361721,0.2519713457502763
mHSC-GM_STRING_500,minus,lr,449/500,0.8634065789340384,0.20257376744362607
mHSC-GM_STRING_500,minus,mlp,449/500,0.8589540973974005,0.26862461866681786
mHSC-GM_STRING_500,baseline,lr,449/500,0.8667396083437174,0.12907006603174087
mHSC-GM_STRING_500,baseline,mlp,449/500,0.7180449604392709,0.15298697841225528
mHSC-GM_STRING_500,scGPT_human,lr,449/500,0.8532859212432503,0.28590417775657356
mHSC-GM_STRING_500,scGPT_human,mlp,449/500,0.7732830846224763,0.1912806302761616
mHSC-GM_STRING_500,v4_bias_rec_best,lr,449/500,0.8103617704565946,0.15827633555326406
mHSC-GM_STRING_500,v4_bias_rec_best,mlp,449/500,0.8439149418999281,0.28618639990500344
mHSC-GM_STRING_500,v4_plain_best,lr,449/500,0.8445025276317254,0.24091379558874368
mHSC-GM_STRING_500,v4_plain_best,mlp,449/500,0.7943956478132693,0.17681437651052245
mHSC-GM_STRING_500,v4_type_pe_best,lr,449/500,0.8495983142367971,0.1440437940137722
mHSC-GM_STRING_500,v4_type_pe_best,mlp,449/500,0.8488283743123727,0.2182976391645252
mHSC-GM_STRING_1000,minus,lr,895/1000,0.8537540770369983,0.3461891448318449
mHSC-GM_STRING_1000,minus,mlp,895/1000,0.8942334627561855,0.43324670632107926
mHSC-GM_STRING_1000,baseline,lr,895/1000,0.8647371044025485,0.3492445618980498
mHSC-GM_STRING_1000,baseline,mlp,895/1000,0.8770537191697827,0.42113456903291036
mHSC-GM_STRING_1000,scGPT_human,lr,895/1000,0.8651019204961499,0.3189322104848038
mHSC-GM_STRING_1000,scGPT_human,mlp,895/1000,0.8743023977972058,0.3703088680439428
mHSC-GM_STRING_1000,v4_bias_rec_best,lr,895/1000,0.8443242324747126,0.29381269898731044
mHSC-GM_STRING_1000,v4_bias_rec_best,mlp,895/1000,0.8643226146890594,0.38296992122519363
mHSC-GM_STRING_1000,v4_plain_best,lr,895/1000,0.8603669116146152,0.36592413487054565
mHSC-GM_STRING_1000,v4_plain_best,mlp,895/1000,0.8584994006592748,0.3773694476307135
mHSC-GM_STRING_1000,v4_type_pe_best,lr,895/1000,0.8623505991235728,0.37159862132923477
mHSC-GM_STRING_1000,v4_type_pe_best,mlp,895/1000,0.8923328360542534,0.4358229671772561
mHSC-L_Specific_500,minus,lr,442/500,0.7864499532495148,0.822043445673509
mHSC-L_Specific_500,minus,mlp,442/500,0.7959092138799106,0.8418978538562276
mHSC-L_Specific_500,baseline,lr,442/500,0.7776741514905574,0.8205473908569112
mHSC-L_Specific_500,baseline,mlp,442/500,0.7795370515394437,0.8275480011902989
mHSC-L_Specific_500,scGPT_human,lr,442/500,0.7370202142453712,0.7956697332311867
mHSC-L_Specific_500,scGPT_human,mlp,442/500,0.8032848742008515,0.8534009917294132
mHSC-L_Specific_500,v4_bias_rec_best,lr,442/500,0.7603076514169906,0.8109704643689628
mHSC-L_Specific_500,v4_bias_rec_best,mlp,442/500,0.8027295638678077,0.8473798463174953
mHSC-L_Specific_500,v4_plain_best,lr,442/500,0.7723892108423156,0.8147756621951983
mHSC-L_Specific_500,v4_plain_best,mlp,442/500,0.792714992904368,0.836579549439872
mHSC-L_Specific_500,v4_type_pe_best,lr,442/500,0.780071003782755,0.8197573080285931
mHSC-L_Specific_500,v4_type_pe_best,mlp,442/500,0.7956766480139349,0.8370151201110427
mHSC-L_Specific_1000,minus,lr,898/1000,0.8677147416350384,0.8905179373491666
mHSC-L_Specific_1000,minus,mlp,898/1000,0.871690873887583,0.8964655178647669
mHSC-L_Specific_1000,baseline,lr,898/1000,0.857100669670612,0.8814716811772108
mHSC-L_Specific_1000,baseline,mlp,898/1000,0.8564398806316575,0.881720744535788
mHSC-L_Specific_1000,scGPT_human,lr,898/1000,0.8543346517535186,0.8752305227581331
mHSC-L_Specific_1000,scGPT_human,mlp,898/1000,0.8639747112008478,0.8907084880618977
mHSC-L_Specific_1000,v4_bias_rec_best,lr,898/1000,0.8551360656999568,0.8793552083103102
mHSC-L_Specific_1000,v4_bias_rec_best,mlp,898/1000,0.8569915743476485,0.8832353941483748
mHSC-L_Specific_1000,v4_plain_best,lr,898/1000,0.860362871471795,0.8804223248489994
mHSC-L_Specific_1000,v4_plain_best,mlp,898/1000,0.8653846609311442,0.8860745756361312
mHSC-L_Specific_1000,v4_type_pe_best,lr,898/1000,0.8617809626441035,0.8825688444117281
mHSC-L_Specific_1000,v4_type_pe_best,mlp,898/1000,0.8634959944105299,0.88587069431585
mHSC-L_Non-Specific_500,minus,lr,442/500,0.7909756413578647,0.1360028159904632
mHSC-L_Non-Specific_500,minus,mlp,442/500,0.8313142437591778,0.24442287731531506
mHSC-L_Non-Specific_500,baseline,lr,442/500,0.7786343612334802,0.14551829852367976
mHSC-L_Non-Specific_500,baseline,mlp,442/500,0.7469335751921914,0.13445935155226482
mHSC-L_Non-Specific_500,scGPT_human,lr,442/500,0.811781981515073,0.3058275913901154
mHSC-L_Non-Specific_500,scGPT_human,mlp,442/500,0.8252245832253606,0.33248571656469955
mHSC-L_Non-Specific_500,v4_bias_rec_best,lr,442/500,0.8113176988857218,0.24165924207525158
mHSC-L_Non-Specific_500,v4_bias_rec_best,mlp,442/500,0.7995054850133885,0.18834845844464423
mHSC-L_Non-Specific_500,v4_plain_best,lr,442/500,0.8084132331346636,0.29578361830586053
mHSC-L_Non-Specific_500,v4_plain_best,mlp,442/500,0.7799192364170338,0.14369882150298519
mHSC-L_Non-Specific_500,v4_type_pe_best,lr,442/500,0.8083484495119634,0.23627587874668213
mHSC-L_Non-Specific_500,v4_type_pe_best,mlp,442/500,0.7559600932884167,0.16167907547022198
mHSC-L_Non-Specific_1000,minus,lr,898/1000,0.8195255443687965,0.1891334792255539
mHSC-L_Non-Specific_1000,minus,mlp,898/1000,0.8321072493135399,0.2676538916779895
mHSC-L_Non-Specific_1000,baseline,lr,898/1000,0.8287833080720325,0.15562565717446225
mHSC-L_Non-Specific_1000,baseline,mlp,898/1000,0.8380250285379282,0.1796389438092457
mHSC-L_Non-Specific_1000,scGPT_human,lr,898/1000,0.8129586938303148,0.17987320856287725
mHSC-L_Non-Specific_1000,scGPT_human,mlp,898/1000,0.8578952577821938,0.2521331180212204
mHSC-L_Non-Specific_1000,v4_bias_rec_best,lr,898/1000,0.8143052380897997,0.1733761299277717
mHSC-L_Non-Specific_1000,v4_bias_rec_best,mlp,898/1000,0.8183280118730833,0.18197635623314615
mHSC-L_Non-Specific_1000,v4_plain_best,lr,898/1000,0.8201194160696679,0.21074151661494334
mHSC-L_Non-Specific_1000,v4_plain_best,mlp,898/1000,0.8485211126284207,0.2573854915100397
mHSC-L_Non-Specific_1000,v4_type_pe_best,lr,898/1000,0.8394409122130368,0.19454849900223717
mHSC-L_Non-Specific_1000,v4_type_pe_best,mlp,898/1000,0.8466690704330749,0.22358073843349155
mHSC-L_STRING_500,minus,lr,442/500,0.8911800408893431,0.3321669223360365
mHSC-L_STRING_500,minus,mlp,442/500,0.8372039781923503,0.34019491804240537
mHSC-L_STRING_500,baseline,lr,442/500,0.8558703893006219,0.3068079862908859
mHSC-L_STRING_500,baseline,mlp,442/500,0.8273277110486413,0.3393441242420533
mHSC-L_STRING_500,scGPT_human,lr,442/500,0.8570310503450038,0.4180437425988168
mHSC-L_STRING_500,scGPT_human,mlp,442/500,0.8756921373200444,0.4494702992278511
mHSC-L_STRING_500,v4_bias_rec_best,lr,442/500,0.870692776216032,0.3316028748374149
mHSC-L_STRING_500,v4_bias_rec_best,mlp,442/500,0.8933469631144051,0.4885987642284331
mHSC-L_STRING_500,v4_plain_best,lr,442/500,0.8750585654655422,0.36598653847932316
mHSC-L_STRING_500,v4_plain_best,mlp,442/500,0.8655390152483174,0.4185560399158816
mHSC-L_STRING_500,v4_type_pe_best,lr,442/500,0.8492578158275832,0.48778729717063
mHSC-L_STRING_500,v4_type_pe_best,mlp,442/500,0.8394720589488032,0.32397664075610305
mHSC-L_STRING_1000,minus,lr,898/1000,0.8639588029656575,0.32318479184389676
mHSC-L_STRING_1000,minus,mlp,898/1000,0.8896680485547419,0.3908417603436837
mHSC-L_STRING_1000,baseline,lr,898/1000,0.8566454384793749,0.29751864163811326
mHSC-L_STRING_1000,baseline,mlp,898/1000,0.8628427711290203,0.3671606120197786
mHSC-L_STRING_1000,scGPT_human,lr,898/1000,0.857329126395191,0.322515213464589
mHSC-L_STRING_1000,scGPT_human,mlp,898/1000,0.861533242712435,0.31469983487496217
mHSC-L_STRING_1000,v4_bias_rec_best,lr,898/1000,0.8571380485224923,0.2616655793225046
mHSC-L_STRING_1000,v4_bias_rec_best,mlp,898/1000,0.8728664986471364,0.2998133446890928
mHSC-L_STRING_1000,v4_plain_best,lr,898/1000,0.8584497940873895,0.28600898828178833
mHSC-L_STRING_1000,v4_plain_best,mlp,898/1000,0.871312277680492,0.35550696255845254
mHSC-L_STRING_1000,v4_type_pe_best,lr,898/1000,0.8773217574004379,0.305401200057894
mHSC-L_STRING_1000,v4_type_pe_best,mlp,898/1000,0.8801510402053643,0.33612812851202856
